time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.116,-0.12932,0.20828,0.12848
0.296,-1.52753,-0.49915,0.29457
0.489,-1.24092,0.02506,-0.51949
0.704,-1.90592,0.62904,0.66670
0.841,-1.92459,-1.03192,0.11418
1.018,-2.78172,-0.74144,-1.18028
1.246,0.84344,0.13818,0.36449
1.377,-1.57910,0.78393,0.52235
1.561,-2.70076,-0.07595,1.38188
1.746,3.36306,-0.16759,-1.36358
1.918,-1.71109,0.26711,0.79723
2.099,5.13267,0.99078,1.88413
2.278,-1.16468,-1.07550,1.26842
2.460,0.40189,0.39634,-0.10921
2.674,-1.90761,0.81765,-1.15116
2.819,0.18742,0.57561,0.05023
3.005,5.51316,1.01341,5.37989
3.202,1.38379,1.21942,-0.32421
3.359,-2.43583,0.69920,-1.41089
3.582,-2.06491,0.78592,-0.86363
3.720,-1.58431,-0.19405,-1.09153
3.902,-1.66724,-0.09666,-0.43741
4.108,0.68960,0.27772,-0.53758
4.260,2.49166,0.51086,0.81516
4.443,1.06056,-0.35249,3.11744
4.642,0.04194,-0.39423,0.70814
4.801,-1.11279,-0.67508,1.97214
4.986,1.17608,1.58054,-1.43039
5.175,-0.97703,-0.41138,-0.03566
5.341,-1.73776,0.00240,-1.99318
5.523,1.81816,0.08341,1.09289
5.711,0.32431,-0.37669,0.35932
5.883,2.93491,-0.70560,5.72877
6.085,0.59017,-2.30310,1.10353
6.245,-0.36907,-1.90417,0.19141
6.424,1.23103,1.55298,-0.99280
6.620,0.18897,1.21021,-0.83398
6.783,-1.77849,-0.42260,0.47969
6.962,-0.34324,0.15709,-0.83560
7.153,-1.31567,0.62633,-0.75749
7.322,1.88930,0.11930,1.90032
7.504,-0.82478,0.15725,-1.42510
7.697,-4.62173,-0.88298,-0.48259
7.864,-2.90366,-0.20966,-2.09182
8.050,-2.56384,-0.85836,0.95483
8.288,-1.60862,0.30602,-0.64081
8.405,-1.66305,-0.01388,-0.14340
8.586,1.97344,0.31330,0.99118
8.765,-3.83578,0.39906,-3.11101
8.945,0.77056,-1.55407,1.88479
9.147,-1.05043,-1.07317,0.47628
9.306,1.49461,-0.27438,2.44354
9.491,0.37951,0.38873,0.69543
9.687,-4.30198,-0.12478,-0.62404
9.860,-10.73263,-1.18727,-7.99901
10.027,7.64865,2.07453,3.93838
10.206,-1.00975,-0.02605,-1.20061
10.387,-0.34233,-0.64717,-1.10914
10.592,-0.64456,-0.20260,1.21169
10.747,-0.12532,0.67384,-0.06578
10.933,1.45897,0.50710,1.10781
11.122,0.25556,-1.96588,6.32958
11.289,13.47316,-0.18055,9.83393
11.507,2.76311,1.77347,1.80288
11.647,-0.16907,0.36739,-0.03736
11.827,-0.06556,-1.30581,1.05393
12.043,-0.03956,1.17380,-0.11970
12.188,0.02698,0.33693,-1.12371
12.374,-5.24494,0.54515,-3.61708
12.552,-0.56089,2.50092,-1.00969
12.729,1.89997,-0.42421,0.41759
12.930,2.26463,-0.91886,1.17766
13.089,-0.04117,0.51319,0.78671
13.268,-4.63897,-1.26163,-0.61182
13.461,-1.07596,-1.34451,-0.70351
13.630,9.35188,1.30811,5.67752
13.815,2.06205,0.03681,1.58514
13.992,-4.46091,0.13056,-0.17079
14.169,-0.27102,-1.24289,0.49351
14.351,0.33377,-1.11289,2.64630
14.539,-2.90219,0.48654,-2.08271
14.711,-6.29445,0.86341,-6.44534
14.923,1.53668,-0.98710,-0.58928
15.070,0.31354,-0.29956,-1.27731
15.256,0.81264,0.22704,1.38413
15.444,-2.19370,0.43072,-2.07370
15.610,-1.04708,0.63355,-1.01761
15.826,-10.45422,-1.33811,-7.94159
15.975,-1.99648,0.49525,-4.20841
16.153,6.58580,1.55563,1.60758
16.342,0.64510,-0.54088,0.70826
16.513,-0.81171,1.27555,-1.97625
16.693,2.71697,-1.10790,2.11211
16.883,3.90257,0.76654,2.77791
17.053,2.34051,0.36149,3.25803
17.274,2.86939,-0.46040,1.96159
17.413,0.28175,-0.45553,0.68618
17.594,-0.96182,-0.64805,-0.98983
17.789,-1.39826,-0.65555,-1.66327
17.954,7.15529,0.16649,5.40672
18.163,-1.78262,2.17016,-0.63558
18.313,0.33032,0.48196,0.96748
18.494,-1.18032,0.03602,0.09258
18.704,-0.59310,-0.25926,-0.01384
18.860,-0.57653,0.62153,0.75729
19.042,4.26321,0.60817,3.73085
19.222,-2.30373,-0.15867,-3.01781
19.397,-0.96838,0.21316,-1.70980
19.620,3.45227,0.71290,1.13842
19.760,-4.21529,0.92908,-2.45751
19.935,-0.64671,0.01326,-0.44513
20.142,0.60315,-0.03544,-0.01677
20.296,0.00258,0.16738,1.41627
20.482,-0.02396,-0.94682,2.10689
20.658,2.62526,0.42991,0.34540
20.836,3.17326,0.86533,0.85752
21.017,0.22139,0.62384,-0.10735
21.201,-1.70014,0.57946,-0.27457
21.376,-1.51852,-0.51615,0.08406
21.585,-1.56181,0.08955,0.00348
21.761,-0.70718,0.22158,-0.22912
21.971,-0.52758,-0.24081,0.07928
22.114,-0.26939,-0.12259,0.12739
22.276,-0.52965,-0.05409,0.12041
22.457,-0.52952,-0.11995,0.13250
22.641,-0.52931,-0.22332,0.17631
22.833,-0.67804,-0.01361,0.10565
22.997,0.67725,0.12157,0.02033
