time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.062,-3.50020,9.55039,-162.68613
0.243,-3.30040,9.34013,-163.07898
0.424,-2.94516,8.87689,-164.04628
0.606,-2.63599,8.93737,-165.88707
0.835,-2.47841,9.03993,-166.28151
1.017,-3.44352,11.12016,-165.21327
1.183,-4.07213,13.07032,-163.84639
1.327,-4.43589,13.12606,-161.83948
1.507,-4.68532,13.13847,-160.22917
1.696,-6.59835,14.69523,-153.76456
1.866,-8.15696,14.47614,-143.40160
2.053,-8.46528,13.41517,-139.89656
2.229,-8.33756,13.54194,-140.08582
2.406,-7.61108,13.97893,-142.17578
2.632,-5.85545,11.02021,-143.14595
2.768,-5.95302,9.91992,-145.79996
2.962,-5.75371,9.47944,-147.27495
3.129,-4.97129,8.36362,-154.56422
3.313,-5.77821,7.83869,-152.98824
3.520,-4.39899,8.10097,-160.67192
3.668,-4.60669,7.26478,-160.90306
3.847,-3.18369,7.75923,-167.68491
4.033,-3.82129,6.19195,-164.50572
4.207,-3.96538,6.11157,-170.47951
4.394,-3.75498,8.19275,-174.36972
4.576,-4.46228,10.86259,-174.08250
4.748,-4.83274,12.49670,-169.48386
4.929,-3.98003,11.71951,-170.22676
5.108,-4.22991,10.48960,-168.34766
5.290,-4.92012,10.90871,-167.98235
5.491,-4.53933,10.92276,-169.19370
5.654,-3.76507,10.21690,-169.18921
5.834,-3.51228,9.33866,-168.83366
6.029,-2.75206,9.16137,-174.86763
6.190,-2.70676,9.98168,-176.92502
6.399,-1.98913,9.80902,-179.23355
6.552,-2.50803,9.92645,-176.84637
6.729,-1.49960,9.29298,-178.54803
6.937,-1.26464,8.64547,-178.12558
7.099,0.10761,9.60386,176.75616
7.279,0.32998,9.47016,174.76180
7.467,0.55974,9.53930,170.05528
7.631,0.55551,10.74844,167.08868
7.850,-0.13422,11.74960,165.65556
7.991,-0.14038,12.31122,162.23061
8.171,-0.26088,11.60494,161.83290
8.383,2.26836,11.75135,152.60300
8.531,1.90708,11.42193,158.51833
8.718,2.29671,10.83053,159.81073
8.915,0.53429,10.76323,173.57343
9.073,1.37868,11.00592,170.07237
9.292,1.05560,10.22160,168.80170
9.434,1.37200,10.13019,165.17912
9.614,0.48794,9.29146,167.01202
9.812,0.87211,8.27181,161.93289
9.973,-5.30840,9.22919,-175.74638
10.160,-7.18507,9.14522,-170.83293
10.343,-8.20746,8.44107,-167.33672
10.513,-8.21659,7.73561,-166.71718
10.693,-6.11239,9.00034,-175.50606
10.879,-6.56266,9.32507,-170.75473
11.055,-8.08648,8.96475,-161.33745
11.266,-7.67524,9.56602,-161.64323
11.415,-5.68836,7.39474,-163.99969
11.600,-5.01856,1.47262,-162.45338
11.786,-4.35325,-1.75286,174.92841
11.954,-3.09652,-4.76556,149.35774
12.169,-2.33150,-3.00828,141.45357
12.318,-2.35676,0.08852,139.85013
12.497,-0.64470,4.74704,137.15979
12.703,-1.32256,10.04659,138.89659
12.856,-3.50056,16.77772,145.47659
13.042,-2.00806,7.75379,125.04652
13.235,-3.52567,8.72935,128.50133
13.406,-4.57975,9.35508,140.29874
13.576,-5.55309,9.91691,164.25467
13.783,-3.47886,11.44086,170.97040
13.937,-2.02626,11.23510,169.69130
14.118,-0.70376,11.72208,158.99899
14.309,-2.72979,10.90895,175.24002
14.477,0.08138,11.02025,109.38638
14.660,0.35808,10.14145,76.31180
14.847,0.18417,9.57884,75.42159
15.019,0.86874,10.29424,79.70033
15.199,-1.03383,8.32064,87.87657
15.380,-0.46509,8.31735,103.55783
15.558,-1.03964,8.88129,118.49544
15.764,-2.38527,8.33169,129.79141
15.919,-2.44924,7.97313,137.23972
16.105,-4.15649,10.46000,154.20305
16.278,-5.33890,10.29434,169.21587
16.459,-5.12935,11.93519,177.38748
16.670,-4.52334,11.27167,176.84550
16.819,-2.81721,10.17059,171.11057
16.999,-1.22091,9.90919,160.19785
17.179,-2.95603,10.05742,173.85081
17.360,-5.26308,9.57436,-34.52531
17.541,-5.17039,10.05404,-4.72562
17.720,-5.73302,10.58431,-0.15845
17.901,-6.20844,11.62488,0.39867
18.105,-5.73371,12.85976,-28.32711
18.278,-3.19317,5.82977,150.20583
18.450,-2.93678,1.98962,173.32207
18.646,-2.52669,0.43138,156.38301
18.803,-0.71185,4.17667,148.49229
19.019,0.16076,3.88711,136.88345
19.161,-1.22286,5.38586,141.33195
19.341,-2.25651,10.37115,150.30528
19.550,-2.38941,12.28402,153.59247
19.702,-2.97342,13.13798,160.39015
19.891,-3.40039,12.64387,162.98552
20.083,-3.74067,12.14200,163.92448
20.243,-3.22058,12.84455,161.36449
20.468,-4.55382,13.21019,166.03453
20.604,-4.87196,13.38604,166.28841
20.783,-4.96845,14.20456,165.10329
20.975,-4.21900,13.94563,160.22003
21.143,-5.63427,12.66094,165.47350
21.324,-3.34619,11.52680,152.52116
21.521,-2.18914,12.06065,147.63144
