time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.134,0.49864,0.42749,0.07485
0.345,1.35553,1.09461,-0.29483
0.505,-0.20733,0.23809,0.36648
0.683,-1.75774,-0.33176,-0.02289
0.877,-3.97236,0.06875,0.71309
1.035,-0.86353,0.12159,-0.32060
1.258,0.22140,-1.94482,-0.35211
1.403,0.35799,2.34329,0.20386
1.576,-1.74922,-1.05399,-1.37977
1.776,0.83636,-0.72892,0.93001
1.938,-3.07918,1.03902,1.80814
2.123,-0.69605,1.02125,0.44798
2.308,1.98919,-0.20949,-1.81605
2.477,-0.24043,0.92937,-0.38687
2.659,-1.84522,-1.43829,-0.22414
2.840,2.65235,1.22743,-0.56354
3.019,-1.17662,-1.30917,1.09165
3.197,3.45895,2.66340,-0.25015
3.379,-1.59478,1.38979,-2.25139
3.565,-2.20715,-1.00617,0.93902
3.751,1.21657,1.34226,-1.25457
3.918,-0.00532,0.18052,0.27882
4.138,0.97766,1.61564,-0.41521
4.280,-3.11594,-1.23000,0.42324
4.460,-0.20018,0.19644,-0.83607
4.670,0.66885,0.22752,0.85351
4.820,0.70074,-0.11500,1.36554
5.005,6.21799,0.63990,1.87165
5.200,18.58608,5.47319,10.11002
5.360,-3.52072,-1.14709,-0.09943
5.581,-3.84024,-0.70864,-0.15029
5.721,0.43196,2.15164,-2.73016
5.900,-0.56854,0.46924,-0.60975
6.095,0.95538,-1.19165,1.04193
6.260,-0.35268,0.17556,-0.36429
6.447,-1.77631,-0.90846,-1.22997
6.627,0.48464,-0.20299,-0.05046
6.800,4.02157,-1.68088,5.43813
6.983,-0.31008,-9.54393,7.85926
7.168,1.85767,-1.91705,1.02810
7.343,-10.70456,-1.02127,0.00223
7.544,-2.04938,2.03756,-1.35201
7.702,0.90129,1.09006,-0.60530
7.888,-0.90777,0.83860,-2.04694
8.075,0.67836,-0.05498,0.92376
8.242,3.76741,0.22901,3.68980
8.457,-5.50978,0.04726,-3.47798
8.606,-0.07316,0.13000,-0.37543
8.785,-0.14831,1.38921,-1.71861
8.978,-8.43996,-0.61367,-7.12556
9.143,3.29880,0.27715,-1.05920
9.330,-18.42849,-7.52284,2.22736
9.521,2.55761,-0.12053,0.67703
9.685,3.13288,1.31797,2.25712
9.912,1.98142,1.46415,0.12274
10.046,3.48792,2.27946,1.31410
10.226,-4.84191,0.39107,-5.06290
10.419,4.08718,1.43451,0.36155
10.585,1.78780,-0.18956,4.29154
10.769,1.62983,0.22637,0.86105
10.958,2.08264,-1.53238,2.16342
11.129,1.55909,-1.38082,1.16598
11.313,-0.82416,-3.02020,-1.50750
11.492,4.43484,0.72998,-0.80097
11.667,-5.48449,-1.81501,-3.92522
11.865,4.41492,-1.19431,1.16187
12.025,-2.31003,-1.02956,-4.16370
12.214,1.40570,0.33828,-1.01923
12.396,0.95054,-0.60364,1.30289
12.567,3.80661,3.16029,0.09649
12.749,-0.77723,-0.28408,-0.94272
12.928,-3.91385,1.06448,-7.39545
13.108,-1.58598,-2.06287,1.72440
13.312,-2.53742,0.09097,1.22012
13.477,2.09807,-0.68470,1.04326
13.650,1.00937,-0.92160,0.57431
13.843,1.66294,-0.43246,-2.26451
14.009,7.81886,1.12424,4.07561
14.219,0.82324,0.47696,-1.09373
14.368,-2.16055,0.90220,-1.21581
14.550,2.44537,-0.62674,-0.59533
14.756,-3.61711,1.57021,-2.21881
14.909,9.16344,2.38467,4.09064
15.097,5.69625,2.88109,3.74358
15.288,0.09557,-1.35966,3.58011
15.449,-0.33677,-1.15325,3.30379
15.672,2.86122,-0.02473,0.86964
15.810,-1.78438,-1.99040,-0.28339
15.990,-5.37685,-3.78571,2.16468
16.170,-0.55277,-3.76863,0.12181
16.350,2.00327,-3.79642,0.16496
16.536,2.73543,1.27633,-5.03182
16.720,-3.13109,-1.43386,-2.23384
16.894,0.48965,0.03976,0.91264
17.117,4.94895,-0.09500,1.68499
17.252,-0.65689,0.01709,1.00610
17.432,-2.81136,0.44943,-0.72631
17.632,2.23315,0.93689,2.65115
17.791,0.42277,-0.37763,0.78362
17.978,0.37458,0.76733,0.18423
18.164,1.93464,-0.30351,1.65347
18.332,-0.27224,0.22980,1.02385
18.522,1.10930,-0.27815,2.37542
18.696,-0.02261,-1.57867,1.96735
18.873,-1.31256,0.08443,-0.76150
19.096,-2.06483,-0.98599,0.51906
19.235,-0.27799,-1.42488,1.18614
19.414,-0.81016,0.31310,0.27241
19.608,-2.27190,-1.42004,7.23899
19.773,-0.65050,-0.54183,2.48757
19.992,1.44710,-0.37738,5.78142
20.135,3.24000,1.18210,0.83895
20.314,-7.36620,-1.10678,-1.94935
20.523,4.95960,1.46991,3.57169
20.674,0.25901,0.45424,0.44489
20.861,-1.69483,-0.92483,-0.32059
21.041,-0.03508,1.25131,-0.50570
21.214,0.14442,1.51876,0.83330
21.407,-0.96027,-0.34544,-1.19350
21.575,-0.92474,1.44008,0.15455
21.757,3.15059,1.83625,0.83764
22.007,2.91053,2.67192,-0.31997
22.115,-2.26282,1.82333,-0.91006
22.295,-9.39632,-3.12314,2.34597
22.476,-1.55118,0.06360,0.06824
22.657,0.69958,1.53878,-0.49828
22.850,-1.16896,0.14274,0.10127
23.031,-0.34904,0.46153,0.01770
23.198,-0.59031,0.47921,-0.00893
23.384,-0.28481,0.52427,0.14714
