time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.012,-0.02779,-0.00275,-0.00183
0.012,-0.02779,-0.00275,-0.00183
0.021,-0.02413,-0.00916,-0.00092
0.021,-0.02413,-0.00916,-0.00092
0.032,-0.02138,-0.00977,-0.00031
0.032,-0.02138,-0.00977,-0.00031
0.040,-0.02260,-0.01130,-0.00092
0.040,-0.02260,-0.01130,-0.00092
0.056,-0.02535,-0.01527,-0.00702
0.058,-0.02535,-0.01527,-0.00702
0.058,-0.02535,-0.01527,-0.00702
0.060,-0.02627,-0.01772,-0.01497
0.078,-0.02199,-0.02016,-0.02077
0.078,-0.02199,-0.02016,-0.02077
0.081,-0.02169,-0.01252,-0.02718
0.081,-0.02169,-0.01252,-0.02718
0.092,-0.02382,-0.01130,-0.03635
0.092,-0.02382,-0.01130,-0.03635
0.100,-0.02230,-0.00886,-0.03971
0.100,-0.02230,-0.00886,-0.03971
0.113,-0.02352,-0.00947,-0.03879
0.113,-0.02352,-0.00947,-0.03879
0.120,-0.02413,-0.00733,-0.03818
0.132,-0.02077,-0.00580,-0.04307
0.132,-0.02077,-0.00580,-0.04307
0.140,-0.01772,-0.00244,-0.04856
0.140,-0.01772,-0.00244,-0.04856
0.152,-0.01863,0.00000,-0.04643
0.152,-0.01863,0.00000,-0.04643
0.160,-0.02291,0.00214,-0.05192
0.160,-0.02291,0.00214,-0.05192
0.173,-0.01619,0.00122,-0.04887
0.173,-0.01619,0.00122,-0.04887
0.183,-0.01222,0.00214,-0.04154
0.185,-0.01222,0.00214,-0.04154
0.196,-0.01008,-0.00244,-0.04123
0.196,-0.01008,-0.00244,-0.04123
0.217,-0.00794,0.00733,-0.03574
0.217,0.00214,0.01130,-0.01772
0.217,0.00214,0.01130,-0.01772
0.220,0.01283,0.01558,0.00519
0.220,0.01283,0.01558,0.00519
0.236,0.01863,0.00489,0.02077
0.236,0.01863,0.00489,0.02077
0.236,0.01863,0.00489,0.02077
0.240,0.01802,-0.00489,0.03024
0.252,0.02016,-0.00947,0.03054
0.252,0.02016,-0.00947,0.03054
0.260,0.02382,0.00428,0.02688
0.260,0.02382,0.00428,0.02688
0.272,0.02413,0.01100,0.02382
0.272,0.02413,0.01100,0.02382
0.280,0.02505,0.01222,0.02321
0.280,0.02505,0.01222,0.02321
0.293,0.02046,0.01008,0.01772
0.293,0.02046,0.01008,0.01772
0.300,0.00397,-0.00244,-0.00886
0.315,-0.02016,-0.01100,-0.06842
0.315,-0.02016,-0.01100,-0.06842
0.324,-0.02566,0.00611,-0.08796
