time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.156,0.59442,6.29474,72.43284
0.338,0.61386,6.06393,70.82975
0.531,0.55000,5.68806,69.70185
0.706,0.69772,4.99292,68.56625
0.883,1.12811,5.32322,69.52327
1.057,1.11889,5.46507,69.99817
1.238,0.53663,5.52303,69.74683
1.417,-0.21764,7.78115,72.73340
1.599,-0.45738,6.91260,71.95389
1.808,-0.70559,7.49535,72.60027
1.958,-0.55652,7.55579,71.43378
2.143,-0.10884,9.37652,72.56590
2.319,0.05235,8.53900,68.75381
2.499,-1.55622,13.62339,73.47514
2.711,-4.02876,17.09983,77.84225
2.861,-5.66102,16.41089,76.12405
3.040,-7.67603,17.79596,79.04251
3.244,-5.36973,14.92039,76.59717
3.399,-3.28612,13.21327,75.16304
3.586,-3.16528,11.69663,73.37787
3.772,-3.48358,12.61793,73.61153
3.940,-4.31384,14.10461,74.85033
4.160,-3.88405,14.83495,75.35298
4.302,-3.65608,13.68746,72.63363
4.481,-4.16827,15.55639,74.80910
4.673,-5.04755,15.71813,73.32330
4.840,-6.21649,16.56420,73.53985
5.023,-5.43508,15.24304,71.82519
5.210,-4.04058,12.45135,69.43919
5.382,-3.64983,11.36086,68.71006
5.605,-3.79304,11.80209,69.42197
5.742,-4.61333,13.07426,71.08789
5.922,-4.85583,13.27740,71.29051
6.120,-4.97828,13.61512,71.20110
6.282,-5.20228,14.58531,71.32376
6.470,-7.08111,14.15981,67.82881
6.651,-8.47452,14.32248,66.62090
6.824,-9.04424,10.00471,58.54728
7.004,-6.72362,10.96920,62.10474
7.191,-5.82204,11.52437,62.94013
7.363,-6.07597,10.91255,60.59917
7.567,-4.33067,11.77302,62.40689
7.724,-5.06680,11.17166,61.21534
7.905,-6.57066,11.05868,61.97084
8.109,-4.89609,11.67764,65.86427
8.266,-4.15307,9.84286,64.69070
8.446,-4.25545,9.79788,65.03044
8.623,-5.10501,9.33904,63.99546
8.805,-5.72523,8.84570,62.34633
9.012,-5.50894,10.11683,63.52694
9.164,-6.03579,8.82740,60.73770
9.351,-5.97359,8.82241,60.12336
9.546,-5.35272,8.86437,59.31678
9.705,-5.26620,9.99984,59.62991
9.928,-5.70760,10.94328,59.75285
10.069,-6.00826,11.37551,60.04615
10.246,-6.70714,11.29286,60.56351
10.437,-6.93245,11.68036,62.16099
10.607,-6.79819,12.51473,64.49191
10.792,-6.49296,12.80046,66.21335
10.975,-6.13553,12.89422,67.58379
11.148,-5.36950,13.14091,69.20167
11.327,-5.30760,12.72732,69.47728
11.507,-6.41906,10.64230,66.86821
11.687,-6.05104,10.55052,67.50040
11.888,-5.48538,10.37151,67.77707
12.048,-5.74589,10.48358,67.18433
12.235,-6.22426,10.70952,66.17351
12.443,-6.92045,11.85660,66.67416
12.588,-8.98826,10.28750,62.83071
12.802,-7.10708,10.61747,64.70578
12.949,-6.84022,10.51851,65.17610
13.129,-6.34127,10.35161,66.06992
13.336,-6.31517,10.31317,67.18371
13.488,-3.30702,11.00696,70.30407
13.675,-5.87939,9.64280,68.98496
13.868,-8.08757,8.34506,66.40211
14.030,-9.87477,10.28421,68.39392
14.248,-10.07025,12.29165,71.41936
14.391,-9.73492,13.54551,73.35136
14.571,-9.86985,12.99663,71.30482
14.763,-10.11637,12.74715,69.42605
14.930,-10.11813,13.47841,69.35466
15.113,-10.05554,14.49867,70.29260
15.300,-10.63448,14.39906,69.62955
15.471,-11.58970,12.95739,66.97808
15.692,-11.35995,12.85421,68.06028
15.838,-9.92650,12.04089,68.20300
16.012,-9.96797,10.83749,66.08874
16.211,-10.79699,10.57697,65.16640
16.371,-9.98225,10.04897,65.32038
16.559,-9.02756,9.88565,66.07660
16.743,-9.74585,8.58593,63.48729
16.912,-9.22585,10.02875,66.65775
17.094,-10.22012,8.98803,64.43033
17.274,-10.99826,8.72066,63.80999
17.453,-11.36329,10.05167,66.80202
17.667,-12.01932,10.00885,66.93713
17.815,-11.10402,11.29445,70.00898
17.996,-10.95182,10.88431,68.75331
18.194,-11.00963,10.58836,66.42770
18.353,-11.23686,10.70297,64.87852
18.571,-11.24462,10.52818,64.20275
18.713,-11.53602,10.24627,65.14355
18.894,-10.36712,10.16168,70.47515
19.102,-10.28955,9.04670,71.54158
19.256,-10.04415,9.31161,73.71091
19.440,-8.95490,9.37086,76.66734
19.641,-8.17051,9.41636,78.14719
19.796,-7.62173,8.78946,77.05173
20.020,-7.62753,7.85513,74.21616
20.156,-7.20952,8.56678,74.44051
20.335,-9.06681,7.65115,70.75901
20.515,-9.48294,7.33914,69.63249
20.696,-9.35793,6.62843,69.09000
20.882,-9.16517,4.28420,67.56320
21.062,-8.04696,2.26939,67.36620
21.237,-8.30567,-1.32920,63.88214
21.430,-9.34520,-4.73179,57.67157
21.598,-9.67695,-6.37065,54.72348
21.780,-9.25150,-6.31805,55.58691
21.971,-8.88984,-5.76935,57.12567
22.136,-8.47077,-6.44212,56.70689
22.318,-7.91632,-7.48345,56.30074
22.501,-7.71259,-7.63707,57.10524
22.679,-7.70863,-6.87456,58.73788
22.886,-7.63968,-6.45150,59.58698
23.038,-7.47713,-6.52906,59.24953
23.219,-7.27837,-6.72829,58.68070
