time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.030,-0.33078,0.38848,-0.09186
0.215,-0.41116,0.29942,0.39157
0.391,-0.80637,0.53691,-0.18578
0.571,-0.88066,-0.99102,0.48775
0.767,-1.23549,-0.00599,0.29538
0.932,-1.67158,1.39267,-0.12916
1.149,-2.99020,-1.10742,-0.58376
1.295,-2.95307,-2.44649,0.46190
1.474,2.13319,0.98175,-0.00549
1.684,-0.99776,-0.61699,1.83287
1.832,0.64641,-0.89573,0.16610
2.015,0.43979,0.61335,3.86734
2.207,1.80532,1.54327,-0.10114
2.374,0.06643,0.10830,-0.77330
2.579,0.16017,0.51417,0.79085
2.738,-3.13284,-0.80390,-1.51129
2.915,-1.68133,-0.81687,-2.16532
3.108,2.88769,-0.81016,0.73414
3.273,0.01650,1.31860,0.14721
3.494,-0.78063,0.13871,1.10249
3.671,-2.94196,-0.00083,0.83838
3.814,1.83264,1.85916,-0.96918
4.012,6.80469,0.23688,8.62042
4.175,-0.07684,0.33045,-0.12493
4.354,-1.22881,0.46276,1.83776
4.542,-4.12058,-2.19513,1.74280
4.715,0.28301,-0.64778,0.80566
4.895,0.95833,-1.11031,3.16796
5.079,-0.99898,0.07651,0.89788
5.258,4.14098,2.17641,5.78036
5.436,-2.39357,-0.63904,-5.51012
5.656,3.74803,0.37663,0.02705
5.796,-2.87199,-1.52616,0.48002
5.978,-1.43915,1.05593,-0.72995
6.170,-1.43355,-0.65349,-0.76900
6.337,0.12683,0.58902,-0.47356
6.569,-0.65402,1.96360,0.82620
6.697,1.60593,-1.77346,1.97286
6.877,-2.22016,-0.68952,-0.49517
7.084,0.23590,1.14166,-0.98870
7.247,-0.48774,-1.49756,-0.45469
7.418,3.13777,1.37871,0.84889
7.597,-0.54480,0.48282,-1.58043
7.778,-2.64482,0.55107,4.57905
7.965,-0.64069,-0.39750,1.66777
8.181,4.92537,0.72464,1.41529
8.320,-1.47683,-0.45557,-0.62157
8.500,0.33982,0.18631,0.24017
8.678,-0.18923,2.03059,-1.67682
8.859,1.09616,0.26835,-1.43880
9.063,1.95787,1.39218,0.69047
9.221,1.90428,1.09182,0.48626
9.403,1.83044,0.12300,-0.48837
9.610,1.23503,-0.74764,2.89115
9.761,-0.00903,0.35883,0.29526
9.979,1.65069,-0.13183,2.60032
10.120,-0.77388,-2.23969,0.46970
10.302,3.93220,1.80687,-2.46266
10.515,-3.08121,-0.46655,1.95831
10.661,-1.30838,-0.43494,1.85766
10.849,-1.13403,-0.16846,0.57329
11.040,-0.16434,-1.12819,0.78773
11.201,-0.59257,-1.97992,-0.90632
11.423,12.79791,0.49761,9.02218
11.562,-2.53929,-0.57539,1.04942
11.741,-5.98633,-0.64045,-0.75849
11.939,1.24506,0.45278,1.84881
12.102,0.19810,0.10103,-0.00494
12.301,0.24845,0.61857,0.45523
12.463,-4.71598,-0.14936,-2.52350
12.642,-0.45078,-1.79602,0.01540
12.863,2.89494,1.59567,0.38495
13.003,-1.58542,-0.02171,0.33585
13.185,0.18664,-0.23312,-0.01175
13.383,-2.41581,-0.74276,-0.83949
13.543,-1.39767,0.23369,-1.09607
13.726,0.07869,0.17547,-0.97196
13.915,2.73997,0.68577,0.37734
14.084,0.24193,0.83060,-2.14866
14.266,-3.91892,0.12701,-1.20203
14.454,1.71279,0.68270,1.11484
14.627,3.61205,0.67284,0.89928
14.832,0.83337,0.12888,1.94179
14.986,-0.66430,-0.54598,1.14775
15.168,2.66303,-0.32324,2.77031
15.363,-3.32108,-1.23536,-1.05613
15.526,0.75395,0.64517,0.09700
15.741,-1.85990,-0.45252,-2.07528
15.887,-5.48584,0.07275,-1.89147
16.068,-1.06805,0.22295,-0.91553
16.275,-2.37546,-0.38396,-0.54703
16.443,1.21136,1.69364,-0.52596
16.606,1.49136,0.16817,1.55489
16.786,1.35028,0.53710,-2.22607
16.968,1.64806,-0.03088,-0.73371
17.176,0.05792,-0.49484,1.05645
17.327,3.68892,0.24556,4.00151
17.507,-1.30718,1.05623,-0.19129
17.687,-0.44138,0.81372,-1.52070
17.867,1.62033,0.45909,1.54603
18.053,-1.19205,0.77903,-1.83432
18.238,-3.53248,-0.31858,-0.59442
18.408,0.00440,0.28871,1.08141
18.590,1.24934,0.42619,0.19910
18.769,0.35054,0.90013,0.02328
18.950,-0.45079,0.53736,0.11260
19.150,1.90640,0.67747,0.58111
19.309,6.19967,0.19560,0.77884
19.508,0.26586,1.58739,-0.68052
19.675,-1.52776,1.36327,0.29171
19.849,-0.07909,1.24897,-0.23925
20.038,0.90380,-0.66939,0.70727
20.231,0.57505,0.75612,-0.27405
20.390,-0.97893,-0.13142,0.22373
20.618,-0.53547,0.06051,0.10925
20.762,-0.96304,-0.19034,0.27900
20.931,-0.90851,0.29445,0.02478
21.178,-1.13886,0.03992,0.18914
21.290,-1.08894,0.06403,0.10067
21.470,-1.37829,-0.05833,0.10866
