time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.012,-0.02230,0.00336,-0.02688
0.012,-0.02230,0.00336,-0.02688
0.022,-0.02443,-0.00244,-0.02963
0.022,-0.02443,-0.00244,-0.02963
0.031,-0.01558,-0.01649,-0.02291
0.031,-0.01558,-0.01649,-0.02291
0.040,-0.01344,-0.02046,-0.01283
0.040,-0.01344,-0.02046,-0.01283
0.056,-0.01283,-0.01619,-0.01130
0.056,-0.01283,-0.01619,-0.01130
0.056,-0.01283,-0.01619,-0.01130
0.060,-0.01283,-0.00825,0.00000
0.073,-0.00977,-0.01038,0.00458
0.074,-0.00977,-0.01038,0.00458
0.096,-0.00428,-0.01741,0.00672
0.096,-0.00428,-0.01741,0.00672
0.096,-0.00122,-0.01833,0.00275
0.096,-0.00122,-0.01833,0.00275
0.100,-0.00061,-0.01313,0.00153
0.100,-0.00061,-0.01313,0.00153
0.114,-0.00183,-0.00825,0.00458
0.114,-0.00183,-0.00825,0.00458
0.120,-0.00092,-0.00550,0.00550
0.132,-0.00092,-0.00061,0.00031
0.132,-0.00092,-0.00061,0.00031
0.140,0.00000,-0.00336,-0.00489
0.140,0.00000,-0.00336,-0.00489
0.152,0.00000,-0.00641,-0.01100
0.152,0.00000,-0.00641,-0.01100
0.160,-0.00305,-0.00550,-0.01283
0.160,-0.00305,-0.00550,-0.01283
0.173,-0.00122,-0.00794,-0.00947
0.173,-0.00122,-0.00794,-0.00947
0.180,-0.00214,-0.00367,-0.01008
0.192,-0.00916,-0.00244,-0.01894
0.192,-0.00916,-0.00244,-0.01894
0.200,-0.01283,-0.00489,-0.03146
0.202,-0.01283,-0.00489,-0.03146
0.232,-0.01558,-0.00641,-0.03787
0.232,-0.01558,-0.00641,-0.03787
0.232,-0.01649,-0.00244,-0.04001
0.236,-0.01863,-0.00641,-0.04795
0.236,-0.01863,-0.00641,-0.04795
0.236,-0.01863,-0.00641,-0.04795
0.240,-0.01833,-0.00244,-0.05712
0.252,-0.01802,0.00397,-0.06384
0.252,-0.01802,0.00397,-0.06384
0.260,-0.01772,-0.00305,-0.06567
0.260,-0.01772,-0.00305,-0.06567
0.273,-0.01741,-0.00214,-0.06261
0.273,-0.01741,-0.00214,-0.06261
0.280,-0.01772,0.00367,-0.05742
0.280,-0.01772,0.00367,-0.05742
0.293,-0.01649,0.00275,-0.04826
0.293,-0.01649,0.00275,-0.04826
0.300,-0.01313,0.00061,-0.04062
0.312,-0.01374,0.00183,-0.03787
0.312,-0.01374,0.00183,-0.03787
0.320,-0.01008,-0.00092,-0.02841
0.320,-0.01008,-0.00092,-0.02841
0.337,-0.00061,-0.00122,-0.01588
0.337,-0.00061,-0.00122,-0.01588
0.342,0.00305,0.00183,-0.01130
0.342,0.00305,0.00183,-0.01130
0.385,0.00519,0.00092,-0.00336
0.386,0.00519,0.00092,-0.00336
0.386,0.00428,-0.00122,-0.00367
0.386,0.00702,0.00458,-0.00947
0.386,0.00702,0.00458,-0.00947
0.386,0.01038,0.00275,-0.01130
0.386,0.01038,0.00275,-0.01130
0.392,0.00855,-0.00550,-0.01100
0.392,0.00855,-0.00550,-0.01100
0.401,0.00336,0.00489,-0.00794
0.401,0.00336,0.00489,-0.00794
0.416,0.00153,0.00916,-0.00214
0.416,0.00153,0.00916,-0.00214
0.416,0.00153,0.00916,-0.00214
0.420,0.00367,0.00733,0.00305
0.433,0.01038,0.00397,0.01802
0.433,0.01038,0.00397,0.01802
0.441,0.01344,-0.00428,0.03726
0.441,0.01344,-0.00428,0.03726
0.453,0.01558,-0.00550,0.04581
0.453,0.01558,-0.00550,0.04581
0.461,0.01741,-0.01283,0.05376
0.464,0.01741,-0.01283,0.05376
0.474,0.01802,-0.01344,0.04459
0.474,0.01802,-0.01344,0.04459
0.522,0.02779,0.01497,0.00550
0.522,0.03390,0.05956,0.02230
0.522,0.03390,0.05956,0.02230
0.522,0.01710,0.00275,-0.00458
0.522,0.01710,0.00275,-0.00458
0.522,0.00702,0.00214,-0.03848
0.522,0.00702,0.00214,-0.03848
0.522,-0.00428,0.02779,-0.03910
0.522,-0.00428,0.02779,-0.03910
0.534,-0.00641,-0.02382,-0.07361
0.534,-0.00641,-0.02382,-0.07361
0.540,-0.00244,-0.01405,-0.14783
0.552,-0.01100,0.05620,-0.14203
0.552,-0.01100,0.05620,-0.14203
0.560,-0.02810,-0.00305,-0.19639
0.560,-0.02810,-0.00305,-0.19639
0.572,-0.03818,0.02993,-0.22571
0.572,-0.03818,0.02993,-0.22571
0.581,-0.02963,0.03604,-0.21075
0.581,-0.02963,0.03604,-0.21075
0.597,-0.01191,0.01680,-0.19884
0.603,-0.01191,0.01680,-0.19884
0.603,-0.01191,0.01680,-0.19884
0.603,-0.00428,0.04459,-0.17593
0.671,0.00764,0.03818,-0.12462
0.671,0.00764,0.03818,-0.12462
0.672,0.00794,0.00825,-0.09743
0.672,0.00794,0.00825,-0.09743
0.672,0.01222,-0.01436,-0.10507
0.672,0.01222,-0.01436,-0.10507
0.672,0.03176,0.01710,-0.06261
0.672,0.03176,0.01710,-0.06261
0.676,0.06597,0.01252,-0.02871
0.676,0.06597,0.01252,-0.02871
0.676,0.06597,0.01252,-0.02871
0.676,0.08247,0.03329,0.03268
0.677,0.08063,0.02871,0.08125
0.677,0.08063,0.02871,0.08125
0.683,0.09163,-0.00641,0.12339
0.683,0.09163,-0.00641,0.12339
0.692,0.10049,-0.00641,0.18509
0.692,0.10049,-0.00641,0.18509
0.701,0.13195,-0.00641,0.22999
0.701,0.13195,-0.00641,0.22999
0.713,0.15394,0.00702,0.26145
0.713,0.15394,0.00702,0.26145
0.721,0.16860,0.01222,0.28711
0.735,0.16829,0.00886,0.30635
0.735,0.16829,0.00886,0.30635
0.741,0.17318,-0.00214,0.31154
0.741,0.17318,-0.00214,0.31154
0.787,0.17471,0.01222,0.32193
0.787,0.17471,0.01222,0.32193
0.787,0.17959,0.01008,0.33811
0.787,0.17959,0.01008,0.33811
0.787,0.18448,-0.00672,0.31673
0.787,0.18448,-0.00672,0.31673
0.787,0.18448,-0.00672,0.31673
0.787,0.16249,-0.00367,0.30268
0.792,0.13378,-0.00183,0.29871
0.792,0.13378,-0.00183,0.29871
0.801,0.13225,-0.03024,0.25473
0.801,0.13225,-0.03024,0.25473
0.812,0.13103,0.03482,0.29932
0.812,0.13103,0.03482,0.29932
0.821,0.11698,-0.02993,0.28253
0.821,0.11698,-0.02993,0.28253
0.834,0.09591,-0.02169,0.27855
0.834,0.09591,-0.02169,0.27855
0.842,0.08491,-0.02932,0.29352
0.853,0.07911,-0.06872,0.23763
0.853,0.07911,-0.06872,0.23763
0.861,0.06811,-0.02902,0.20311
0.869,0.06811,-0.02902,0.20311
0.873,0.05620,-0.04062,0.17349
0.873,0.05620,-0.04062,0.17349
0.923,0.03757,-0.06445,0.09407
0.923,0.03757,-0.06445,0.09407
0.923,0.01558,-0.00947,0.06658
0.923,0.01558,-0.00947,0.06658
0.923,0.00611,-0.02352,0.03848
0.923,0.00519,-0.01191,0.02352
0.923,0.00519,-0.01191,0.02352
0.923,0.00641,-0.00519,0.03176
0.923,0.00641,-0.00519,0.03176
0.933,0.00580,-0.01924,0.05315
0.933,0.00580,-0.01924,0.05315
0.941,0.00000,-0.03512,0.07758
0.956,-0.00855,-0.03818,0.11148
0.956,-0.00855,-0.03818,0.11148
0.956,-0.00855,-0.03818,0.11148
0.961,-0.00733,-0.05620,0.12614
