time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.056,0.69257,-0.19495,-0.11497
0.247,0.14160,0.25764,0.03256
0.417,1.62145,-0.57231,-0.90094
0.597,0.30451,-0.25088,0.09791
0.790,-2.33097,-0.18852,0.26594
0.957,-1.94559,-1.22120,-0.19727
1.137,-0.22451,-0.11903,2.73987
1.317,-1.13631,-0.95473,0.16460
1.498,2.46263,2.05157,-0.93801
1.683,-5.07448,-1.86605,1.34231
1.868,5.23832,-1.69258,-0.89993
2.040,-1.76771,0.59531,-2.72605
2.219,2.40638,-0.57261,1.54336
2.399,-1.24829,-0.75191,-2.30277
2.579,-0.43924,-1.62150,-1.42984
2.780,2.29936,-0.18424,-0.23230
2.941,3.92494,1.35436,-0.47170
3.126,2.36371,-1.13727,1.87231
3.327,-0.03075,-0.67904,0.82773
3.480,1.13486,-0.53007,-0.03463
3.694,-1.37337,-0.38713,-1.36759
3.842,0.49919,0.59394,-2.34396
4.021,0.17686,-0.48856,0.32326
4.235,0.50744,0.57732,-0.54325
4.382,1.83974,-0.78430,-0.08414
4.567,-1.86067,-2.08303,2.69835
4.760,2.21477,1.12903,-0.79792
4.922,-1.16565,-0.41492,-0.22951
5.140,-1.62782,0.19379,-0.12186
5.281,2.66290,0.01199,1.71605
5.462,2.68768,0.12044,2.21391
5.654,0.29758,-0.83894,-0.02516
5.835,-1.03459,0.52354,-0.96653
6.001,-0.34770,-0.24764,1.25979
6.216,-2.23797,-0.41425,-1.47262
6.377,-0.59038,0.72402,-1.88584
6.543,-1.18938,-0.24089,-1.08890
6.724,-1.85821,0.24494,0.31632
6.902,-3.29966,-0.20817,1.02560
7.084,3.84067,1.58298,0.87366
7.266,1.19975,1.95096,-3.70779
7.443,0.78266,0.45133,-1.68794
7.691,2.03545,0.49381,-0.14407
7.805,-2.58566,-1.12604,-2.23876
7.984,2.12854,-0.23838,-1.20511
8.183,-0.79777,-1.11380,0.29838
8.344,0.04023,1.07266,-1.81209
8.530,4.97837,1.30601,0.40926
8.758,1.86407,-0.92974,0.57567
8.884,0.92143,-0.98102,1.89267
9.066,-0.20243,-0.75835,-0.53264
9.247,4.12843,0.05239,2.38426
9.428,-0.53846,0.86010,1.82865
9.626,3.32113,1.49653,0.37536
9.785,-1.01908,-1.11380,1.74687
9.972,-0.37732,-0.37550,0.81594
10.159,2.11195,0.05734,0.94003
10.326,-2.03090,-0.56241,0.18503
10.553,-3.26611,2.10350,-2.87653
10.687,2.06405,1.17907,0.36023
10.867,3.18235,0.23310,-0.10176
11.073,-2.07380,-0.13573,1.99743
11.226,-0.36804,-0.02982,-0.16209
11.413,0.38323,-1.17768,1.03839
11.639,-3.67799,0.66782,-2.51343
11.767,0.59139,-1.83994,-0.77292
11.953,3.34309,1.25081,-0.94872
12.139,-4.48593,-1.10167,-0.00188
12.307,1.06452,0.74219,-0.57046
12.496,-0.37981,0.15136,0.58818
12.680,-0.87362,-1.14704,-0.63849
12.849,3.03579,0.83742,3.55636
13.034,-1.37037,0.78453,0.02535
13.209,-1.13731,-0.18918,-1.21722
13.390,1.02540,0.76130,0.40060
13.583,-3.00173,-0.96178,-0.58807
13.749,0.72356,0.01737,1.18469
13.964,-0.12616,-1.08630,-1.19948
14.112,1.91438,-0.57621,2.05469
14.290,-2.38810,-0.48250,-0.03000
14.499,-5.31094,-0.08253,-1.18310
14.652,-0.65523,0.01583,0.85700
14.832,0.82064,0.36501,-0.64229
15.032,-1.45223,-0.01405,-0.87808
15.190,-1.00594,0.45153,0.53758
15.412,0.20949,0.54773,-0.54923
15.557,0.65644,0.17298,-1.75690
15.733,0.39374,1.01116,-1.59920
15.925,3.99083,-0.30995,1.92210
16.091,2.81618,1.08483,0.63177
16.278,-1.41291,1.27140,-3.00476
16.460,-0.52122,-0.13475,-0.36547
16.632,0.20797,0.07296,2.13126
16.816,0.76587,0.39455,-0.40932
17.002,1.18684,0.04609,1.83182
17.173,-2.28032,-0.50626,-1.67355
17.375,1.86373,0.55521,0.97582
17.533,0.45685,-0.21617,-0.24252
17.719,-1.05779,-0.25620,0.63135
17.914,9.34414,-0.46973,7.56021
18.074,1.23976,0.81984,0.09660
18.287,0.79205,-0.50573,-0.41173
18.433,1.58441,-0.64110,2.73419
18.614,-0.14759,0.67297,0.85040
18.826,0.15606,0.55949,-1.09479
18.974,0.17806,1.46872,0.91274
19.163,1.13706,1.33356,0.17909
19.335,-3.34681,0.23808,-0.91109
19.514,-1.69486,0.34914,0.60926
19.742,-1.13017,-0.82187,0.25605
19.877,-1.15975,0.72571,-0.21942
20.056,-0.95483,0.69998,-0.01607
20.247,-1.08301,0.16911,0.04231
20.417,-1.10841,0.06857,0.09406
20.601,-0.71681,0.34509,-0.01096
20.780,-0.52102,0.18114,-0.04093
20.927,-0.69708,-0.25108,0.15700
21.130,-0.64900,0.89998,-0.03667
21.291,1.20521,0.38209,-0.66303
21.468,-1.40167,-0.05106,-0.10033
21.668,-1.89333,-0.27163,0.19827
21.829,-2.13105,1.21594,-0.11375
22.026,0.18933,0.03307,-0.18622
22.189,0.11070,-0.08001,0.04855
22.369,0.24814,-0.28118,-0.08153
22.550,0.27231,-0.53851,-0.04737
22.735,0.23165,-0.17874,-0.06293
22.909,0.06316,-0.26655,0.03828
23.116,-0.10638,0.00283,0.03396
23.271,0.23855,-0.08290,-0.06030
23.456,0.45621,-0.31925,0.03768
23.645,0.17583,-0.13367,-0.01329
23.810,0.28332,0.03143,-0.05312
24.023,0.28797,-0.47971,0.08899
24.172,0.43263,0.02761,-0.09515
24.352,0.18100,-0.13081,-0.05298
24.577,0.31581,-0.30228,0.09387
24.711,0.12949,-0.11751,-0.02534
24.898,0.28467,-0.15856,-0.03341
25.085,0.23606,-0.10779,-0.05505
25.252,0.25744,-0.11183,-0.04579
25.474,0.26780,-0.16244,-0.01477
