time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.145,-0.84829,2.16622,0.41377
0.331,-0.24979,1.38073,-0.03849
0.538,-0.98467,1.72615,-0.44002
0.686,0.01973,0.77211,0.41997
0.900,-3.03764,0.31316,0.34435
1.048,-1.65838,1.19252,-0.81990
1.227,2.14892,3.31698,1.41425
1.419,0.97085,0.26065,0.15501
1.585,-5.04039,-0.87663,-2.26894
1.773,2.17024,-0.03612,-0.75138
1.948,0.02178,1.04444,1.01793
2.126,2.09663,-0.14763,-0.92970
2.354,-2.07492,-0.18447,-0.37814
2.493,-0.96431,0.23727,-0.19868
2.668,-1.98362,-0.63788,0.54368
2.867,1.90965,0.16569,-1.48299
3.027,1.24581,0.02686,-0.16631
3.213,-0.97705,0.01607,0.44450
3.407,2.22633,0.91003,1.07045
3.568,-2.39521,0.29987,-1.57439
3.749,-1.37699,-1.13144,0.17485
3.929,2.67275,0.78126,-0.56818
4.111,1.97912,0.91702,-1.53641
4.324,-2.67400,-2.44714,1.11998
4.468,-1.67415,0.15329,-2.41311
4.656,2.13371,0.51417,-1.11645
4.840,2.00781,-1.09564,2.71481
5.009,0.91025,-0.77243,0.49749
5.228,0.99286,-0.27290,-0.82666
5.371,2.88531,-0.40968,2.81738
5.550,2.68962,-0.04855,0.00141
5.753,-1.81730,-0.48059,-0.40256
5.909,-0.41890,0.58029,-2.61834
6.152,-1.14553,-0.96919,-1.79332
6.308,0.59935,-0.78146,-1.83461
6.452,-0.65882,-0.18228,0.16997
6.632,-1.15360,-0.31049,-0.99501
6.823,-3.69480,-0.29119,-3.83570
6.991,-0.83129,-0.17863,0.70117
7.172,-2.53479,-1.09928,-2.10885
7.352,1.09971,-1.06552,1.60262
7.531,1.26227,-0.49682,0.63072
7.729,-0.48882,-0.84120,-1.55784
7.892,0.68994,-0.01416,-1.10710
8.073,1.30515,-0.40079,0.44694
8.260,-0.25663,-0.32643,-0.55830
8.432,0.78349,-0.18042,-0.62156
8.653,-1.86710,0.46007,-1.40000
8.793,2.69188,-1.80579,4.63730
8.974,3.15068,-2.21605,1.45207
9.166,0.92752,-3.06885,0.18746
9.333,4.06380,-2.46919,3.26407
9.540,17.47783,-0.15681,-1.68702
9.693,-0.51418,0.01133,1.67443
9.897,2.11294,0.93564,3.17140
10.079,-2.43515,1.09222,0.30809
10.236,-3.18513,1.25492,-1.93361
10.420,-1.36721,-2.64887,3.43030
10.614,-1.71138,0.81615,-2.13000
10.774,-2.61267,-1.26410,-0.25487
10.995,4.20152,0.13952,3.65417
11.163,0.97496,-1.72644,1.84621
11.317,-1.50892,-1.01655,0.12933
11.528,-1.98427,-1.05737,-1.93123
11.677,1.54924,-1.45608,0.54863
11.857,-3.31038,-1.22620,-1.79960
12.043,-7.12791,-3.42677,-6.91661
12.216,-5.93345,-0.64626,-6.10662
12.441,2.68295,-1.08657,2.39387
12.583,1.83688,-0.60410,-0.63594
12.758,1.14535,-2.10158,0.04954
12.951,1.70450,-1.16639,0.62594
13.116,-1.25393,1.18025,-3.36197
13.300,5.89474,0.48554,3.28220
13.487,0.09863,2.34353,4.35309
13.657,0.72795,2.38312,-0.89153
13.841,-0.61960,-0.59667,-1.21957
14.027,0.91562,-0.27628,0.80182
14.199,-4.59902,-2.92146,-2.96691
14.403,-2.66143,-2.61800,-0.58392
14.558,-0.57662,-2.62405,-0.16538
14.787,2.58745,-3.47827,-0.34177
14.940,-1.15784,-3.72121,-2.38197
15.098,3.52055,-3.28741,1.75166
15.278,-0.97654,-2.28194,-1.89206
15.459,1.20564,-2.25282,3.34640
15.640,2.44493,-0.10601,-1.42594
15.872,1.19297,-0.33400,0.91003
16.025,2.71031,1.01335,-0.25073
16.179,-1.67955,-1.21624,-1.72692
16.359,-2.08491,-1.85406,0.67562
16.545,2.52472,-0.09343,0.14166
16.719,2.61596,-0.69928,0.05460
16.900,3.40821,-0.39046,0.68898
17.080,2.57414,-0.04896,1.25903
17.259,2.20586,-0.21909,1.71669
17.441,4.53090,-1.35814,7.08168
17.620,1.06257,0.36369,0.06407
17.800,-3.79205,1.25095,-2.92370
17.991,-1.87729,-0.11667,-1.15566
18.165,-0.07069,-0.06191,1.09774
18.341,-0.72757,0.49994,0.15230
18.521,0.87424,0.94150,0.04488
18.701,0.99203,-0.44369,2.15904
18.883,-1.00563,-0.69915,-0.74651
19.061,-0.89625,-0.42162,-0.91226
19.241,0.16971,1.79265,0.34974
19.422,-3.93813,0.15894,-2.86688
19.602,-1.29438,-0.22934,-0.55331
19.782,0.27255,-0.06679,-0.13203
19.962,-0.52694,-0.92111,-0.23430
20.142,-0.02145,-1.27082,2.43237
20.323,2.56820,0.63584,2.50120
20.502,-0.30211,-0.55179,0.77764
20.690,0.53318,1.22779,0.65332
20.896,1.26168,0.97963,-0.46987
21.043,2.94875,1.02570,-0.70689
21.223,6.14652,1.38403,1.46362
21.404,-1.54704,-0.64650,-0.59894
21.586,1.91002,1.43484,1.45580
21.771,-0.06768,1.83240,0.31301
21.952,1.02416,0.46513,-0.17794
22.124,-4.40260,-0.11981,-0.11089
22.305,-2.52040,-0.43059,-1.77602
22.484,-2.40349,-0.40575,0.28549
22.674,-1.88699,0.17812,-0.44009
22.846,-1.18946,0.09507,-0.03309
23.025,-0.44725,-0.32581,0.11856
23.212,-0.85672,-0.10675,0.07150
