time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.140,0.02302,0.18672,0.16172
0.320,-0.06887,-0.48228,-1.05077
0.526,-1.12932,-0.03913,0.46445
0.712,-1.28174,-0.17651,0.23034
0.860,-3.47065,-0.27125,0.11789
1.048,3.55328,-0.44024,0.40903
1.221,-1.38641,1.21023,1.33625
1.401,0.52926,-0.05283,0.79634
1.627,-0.97829,-0.16858,-1.27397
1.764,-4.23087,-0.95181,0.07757
1.942,4.09277,0.05487,2.98323
2.150,0.96476,-0.74952,-0.16587
2.303,1.81209,0.31989,-0.68463
2.488,-1.95635,-0.90013,1.48552
2.675,4.67057,0.01828,2.79679
2.842,0.36079,0.52683,1.00300
3.024,0.65580,0.02150,-0.59601
3.206,-0.54846,0.23929,-0.66292
3.384,-0.51541,-0.08003,0.38271
3.586,-0.16477,-0.26667,0.44429
3.743,1.28858,0.80078,0.14572
3.947,-1.76225,-0.06921,-1.30040
4.115,-0.27321,0.64373,-0.92992
4.284,0.69918,-0.22890,-0.85776
4.471,0.74135,-0.91144,0.97546
4.650,3.20158,1.02019,0.38113
4.825,0.18614,-0.47679,0.34993
5.051,-1.12401,-0.32517,-1.03413
5.190,1.60487,0.74736,-0.52227
5.365,1.47813,0.36915,-1.27680
5.566,-0.79021,-0.58759,0.18124
5.725,1.53051,-0.26792,0.70585
5.906,0.55743,-0.69837,0.18170
6.087,5.80011,0.84183,3.38273
6.267,-0.58506,-0.52720,1.66159
6.477,2.32118,-0.00044,2.01020
6.627,-2.42809,-1.25691,0.01482
6.807,0.58863,0.03241,-0.43563
6.993,2.64379,1.13791,0.37409
7.167,-5.57773,-2.46189,-2.67377
7.348,0.39468,-0.05780,0.94604
7.534,-0.30825,-0.45578,0.73781
7.707,2.09341,0.25244,0.94612
7.909,-1.49729,1.11340,-2.45701
8.068,0.68593,0.85844,-0.56727
8.253,-2.10122,1.37039,-0.77830
8.441,0.73515,0.34469,1.80147
8.608,-3.78975,-2.01660,0.58364
8.822,2.53139,-0.31963,4.23616
8.970,0.88831,0.33145,1.79294
9.150,1.02755,0.49842,-1.08349
9.350,-1.21624,0.02682,-1.15611
9.509,0.44344,-0.01987,0.49704
9.696,-4.91286,-0.88604,-1.76004
9.886,0.56087,0.76377,-2.20628
10.051,1.45083,-0.55417,-0.10525
10.270,3.37968,0.67938,2.91206
10.410,-0.82100,2.72060,-3.32906
10.590,0.71794,0.46418,1.61232
10.779,0.17923,1.80968,1.25702
10.950,-1.71578,1.31562,0.11375
11.136,-1.37430,0.36967,-0.65929
11.333,-1.38226,0.56116,-2.22701
11.491,-1.07159,0.65557,-1.97523
11.712,-0.33113,-1.38205,3.87385
11.857,0.61828,-1.53817,-1.55587
12.032,4.84109,0.03026,0.01211
12.229,-0.46656,-1.18390,-1.92185
12.392,7.88713,-0.96313,3.69235
12.579,1.13577,-0.78535,-0.20634
12.762,-2.85151,-0.55909,-0.71484
12.932,0.76577,-1.55701,0.60254
13.114,2.80464,0.66835,0.47040
13.294,-1.39761,0.15373,0.03376
13.474,-2.91526,-3.73408,0.54296
13.684,-0.06744,-1.73824,-2.49254
13.833,-0.82321,-4.25179,1.99194
14.019,3.94530,-1.20224,-1.75319
14.208,4.43107,1.39597,-1.86566
14.373,-0.45734,1.63754,-2.07956
14.588,0.50411,0.51507,1.43984
14.737,-1.45452,-0.75097,1.55793
14.915,2.00717,1.96671,2.01756
15.122,-1.37950,1.54553,1.39311
15.279,0.43941,1.09736,0.36927
15.465,-2.86291,0.56989,-2.29516
15.654,0.84778,1.04584,-0.19137
15.814,0.65489,0.46801,-0.11600
16.038,0.82778,0.28008,1.65261
16.179,1.15395,-0.38716,-0.18715
16.356,-1.08145,-0.03648,-1.48706
16.559,-3.20914,-0.60215,-1.33125
16.718,0.51712,0.14984,0.26731
16.899,0.77126,-2.52718,-1.28298
17.085,1.78117,0.04852,1.02675
17.256,0.91892,0.99438,-0.25511
17.438,1.04292,0.26631,0.25073
17.621,1.12301,0.38155,0.89422
17.796,-2.30549,-0.21318,-1.26180
17.979,0.49287,0.20694,-1.58676
18.158,-1.58676,0.02121,-0.84047
18.344,-1.27869,-1.16493,-1.30949
18.523,2.25088,1.20605,-0.88126
18.704,-3.55319,-2.05151,0.64872
18.889,0.38870,0.89345,1.50265
19.059,-0.51142,-0.17209,-0.20904
19.239,-1.38618,-0.26152,-0.67210
19.441,1.72120,-0.09080,0.52037
19.600,-0.51142,0.63140,-1.17375
19.782,4.96358,-0.17529,3.74960
19.978,0.13227,2.13285,-2.61805
20.140,0.73514,-0.58101,1.94182
20.356,7.06000,1.51424,2.74490
20.500,-2.58153,-0.31897,-0.26462
20.679,1.48966,0.38421,1.09904
20.870,-0.23603,-0.29409,0.36457
21.040,11.34931,0.70881,4.90165
21.220,-1.02855,0.13985,-1.34246
21.400,-1.42097,0.34857,-1.59936
21.581,2.38250,1.77851,-1.96940
21.767,-0.07086,0.02780,0.06354
21.942,1.95883,0.84830,1.18926
22.121,-1.43582,0.98100,-0.12217
22.300,0.75988,1.11855,0.64664
22.497,-3.16786,0.43165,-1.55100
22.661,-4.13805,-0.61500,1.29996
22.842,-1.45408,0.35806,0.49794
23.044,-2.22152,1.22329,0.06039
23.201,-2.79413,-0.26178,0.02824
23.420,-2.16399,-0.11317,0.36396
23.562,-1.26198,0.74178,0.11038
23.742,-1.10298,0.24066,0.24884
