time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.055,0.57982,10.12969,107.85907
0.236,0.21987,10.15659,114.55703
0.422,-0.31569,10.39373,126.02840
0.603,0.08078,10.59265,126.55716
0.776,0.07443,10.40552,119.64341
1.000,2.04339,10.39581,108.79735
1.138,3.57844,6.73791,96.54205
1.317,3.51946,5.73153,106.58069
1.499,2.30048,4.85814,109.57883
1.679,-0.64506,9.25656,136.98117
1.858,-2.84269,14.35625,143.88474
2.063,-2.16360,15.22084,134.69360
2.218,-1.16153,10.78893,110.08981
2.404,-1.36667,12.62145,126.25852
2.592,-1.11794,11.04187,121.62498
2.758,-0.33957,9.98901,119.06225
2.951,-0.91386,7.97436,127.07850
3.120,-0.51377,7.39983,126.48266
3.300,-1.50395,7.92369,140.76227
3.508,-1.99501,10.38677,153.80258
3.659,-1.85195,11.12943,150.46191
3.848,-1.71728,9.91668,144.85873
4.040,-1.96157,10.34938,148.48975
4.201,-3.09190,10.43185,159.60568
4.423,-1.05162,9.35698,141.72266
4.561,-0.95725,7.35332,136.46826
4.741,-1.95460,7.50593,149.12303
4.927,-2.04814,9.16640,155.67911
5.101,-3.20359,10.06220,164.20134
5.283,-3.80436,10.47558,168.15048
5.470,-4.02090,10.85021,169.71819
5.642,-5.61746,11.55295,-175.92993
5.823,-5.53417,12.08475,-175.07417
6.004,-5.35949,11.53102,-171.39717
6.182,-4.46616,10.43854,-172.73026
6.362,-3.68779,10.60074,-178.35034
6.542,-3.50686,12.08128,-179.75146
6.729,-3.01126,11.45604,178.23361
6.910,-3.31232,12.02361,-179.62294
7.082,-3.43722,12.10265,-179.94766
7.300,-3.87371,12.03448,-177.58209
7.444,-6.45965,12.22809,-161.53757
7.624,-7.30387,13.32267,-155.65965
7.830,-7.28957,12.60589,-152.56595
7.984,-5.92861,10.26770,-150.23990
8.169,-5.67494,9.47780,-153.71310
8.360,-5.31009,9.88497,-159.46721
8.524,-3.92127,10.47539,-176.30380
8.753,-3.11631,11.78896,173.86163
8.885,-3.08052,10.90247,168.33339
9.064,-3.54557,10.63773,167.33725
9.248,-3.92171,11.63697,166.17433
9.425,-4.39537,11.13908,164.19945
9.612,-4.81724,11.20690,165.28278
9.792,-5.32368,11.43630,170.70064
9.966,-4.26506,10.20524,148.36000
10.199,-4.40129,9.71870,142.88445
10.332,-7.88572,8.52562,-139.32349
10.507,-8.55963,8.97976,-140.14415
10.706,-8.42910,10.16570,-149.08322
10.867,-9.13184,9.76758,-102.83730
11.052,-9.75767,9.85334,-73.82574
11.243,-9.50294,9.51867,-42.13240
11.414,-7.88651,7.57480,-0.86948
11.587,-6.72365,6.66497,17.59847
11.801,-6.35810,6.88583,55.24071
11.955,-5.83753,7.78656,104.07954
12.129,-5.21493,7.78596,128.41208
12.328,-4.45187,7.02813,132.88744
12.488,-2.75890,7.68021,133.43509
12.670,-1.66679,9.24139,136.99489
12.849,-2.54753,10.38834,144.03981
13.030,-4.13774,11.21367,152.15173
13.231,-3.94305,11.98807,151.37399
13.389,-4.53952,11.58747,151.83911
13.572,-3.93336,12.11431,139.70416
13.762,-2.56806,11.30159,106.14296
13.930,-3.84340,11.19387,59.45028
14.149,-3.69238,11.37875,39.78552
14.291,-4.54685,10.89706,33.77130
14.470,-5.09202,11.34377,41.30186
14.674,-5.18599,11.49562,48.00620
14.830,-5.82555,9.85421,47.23844
15.013,-6.01038,10.07999,54.11993
15.209,-5.04694,9.48958,63.39315
15.372,-5.36821,9.10241,70.98521
15.583,-5.37184,10.46278,77.52935
15.731,-6.61259,10.33464,77.19065
15.911,-6.73554,11.38201,79.99144
16.108,-7.78022,10.97753,65.81351
16.271,-6.77798,11.75134,53.35054
16.452,-9.92311,10.87363,33.48496
16.639,-9.82281,9.92626,28.17937
16.813,-9.35396,9.35542,27.29188
17.021,-9.18160,8.84291,26.06100
17.172,-9.68608,8.96275,24.93646
17.353,-11.51080,8.40496,21.98174
17.558,-11.03499,9.04796,25.09955
17.714,-10.81768,9.09190,27.21080
17.934,-10.72705,8.36766,26.21116
18.075,-10.06872,9.11168,27.65970
18.253,-9.66934,8.81213,28.28314
18.435,-10.10128,8.02864,27.25860
18.613,-10.72362,8.17309,25.21185
18.793,-10.57203,8.52188,23.21804
18.974,-8.61231,9.65738,25.72719
19.155,-8.03823,10.16651,27.68588
19.336,-8.08756,10.03357,28.53395
19.515,-7.95109,9.72992,28.29502
19.696,-8.01698,9.64243,27.21043
19.898,-8.53652,9.35451,24.36913
20.055,-8.57286,9.53216,23.58830
20.241,-9.75002,8.42480,19.22910
20.429,-13.55593,8.54834,9.37595
20.596,-12.48470,8.75267,14.70483
20.809,-12.75546,8.24838,17.39643
20.958,-15.05729,7.90103,13.89146
21.137,-16.39690,7.36370,11.97651
21.316,-15.98142,6.17205,15.53640
21.500,-15.64752,4.97766,17.43619
21.684,-15.47557,4.05234,19.25207
21.856,-13.87954,2.78014,25.39411
22.037,-13.19118,1.95880,26.63602
22.217,-12.66053,2.25972,30.32696
22.408,-12.23046,2.57909,33.12234
22.587,-11.96063,2.48620,31.73280
22.757,-12.07222,2.68872,31.20996
