time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.056,0.26047,-0.34678,-0.03145
0.236,0.57813,-0.31827,-0.01145
0.416,-0.22179,-0.13567,0.10260
0.603,-0.69675,-0.44730,-0.28601
0.787,-0.19835,0.53635,0.38748
0.956,-1.61783,-0.34900,0.46456
1.183,-1.13732,-1.26666,0.29899
1.318,-0.61223,-1.28051,0.67217
1.498,1.66027,0.08614,1.18946
1.723,2.33508,0.16713,-0.72017
1.860,-1.80905,-0.80768,-1.79902
2.037,-1.52845,-0.45051,0.48626
2.218,1.35390,1.48155,0.90929
2.398,1.14492,-0.62777,0.27529
2.584,0.48515,-0.50904,-0.50390
2.769,2.38950,0.18433,0.21872
2.939,0.21679,0.18142,0.59789
3.120,0.91039,0.63762,-1.28424
3.301,-0.65105,-0.10045,-0.17747
3.480,0.77509,0.00848,-1.09189
3.682,-1.61308,-0.13077,-0.91912
3.839,2.46711,0.16201,1.76343
4.026,-2.48997,-1.33130,-1.68323
4.212,-0.24368,0.22263,-0.03819
4.380,1.29849,0.61918,0.19171
4.597,0.76918,-0.86108,1.10797
4.740,-2.26695,0.82765,-0.06244
4.921,0.07886,0.08026,-1.93422
5.148,-1.67660,-0.67002,-0.51353
5.281,2.67284,-0.88845,1.79110
5.467,3.04304,1.01913,-0.41261
5.658,1.52549,0.54934,1.71758
5.823,2.28980,-0.12817,4.25103
6.045,-1.91934,0.32594,-0.46807
6.181,-1.50523,-1.05805,2.27058
6.362,0.67460,-0.22246,-0.89124
6.556,-0.45709,0.83286,-1.36688
6.722,-1.73260,0.61499,-1.25956
6.917,2.04451,0.66175,1.80947
7.089,-0.34072,0.67368,-1.18778
7.263,2.25001,0.78045,2.15520
7.482,-1.44891,-1.00893,-2.11087
7.625,-1.73373,0.23068,-1.60583
7.805,-2.40714,-0.33708,-1.18907
7.983,2.79765,0.62023,3.00196
8.165,2.16796,-1.28789,0.08226
8.387,2.00500,1.70161,0.34653
8.526,1.69310,-0.95342,1.27485
8.704,1.18385,2.13462,-0.93187
8.906,-1.23947,-1.20465,1.45573
9.065,0.22147,1.38913,-1.35304
9.251,2.58283,1.91597,1.08001
9.434,-4.81565,0.20722,-4.44147
9.605,-5.01167,1.67193,-2.00559
9.787,2.39773,0.63407,0.91138
9.970,-2.48007,-0.00989,1.48334
10.147,0.92227,0.15419,1.38340
10.348,-2.50116,-1.23563,-0.40027
10.512,-1.51034,1.51625,-3.19415
10.693,-2.80988,0.62053,-2.25815
10.881,-0.07041,-2.11433,2.67790
11.046,-0.41385,-1.56598,-0.38259
11.260,-0.53548,-0.78963,-1.58294
11.412,-1.33973,-1.47475,-2.05301
11.588,3.73236,-0.65265,-0.39884
11.792,0.47735,-2.18657,1.99235
11.948,1.64967,0.57546,-0.70200
12.135,0.34944,-0.99257,0.51685
12.326,-0.47944,1.43802,-0.29405
12.487,0.93697,-1.16931,0.01235
12.717,0.83072,-0.97862,1.10472
12.849,2.97132,0.07067,0.84155
13.028,0.05824,-2.12933,2.02513
13.222,-1.88447,-2.94690,-1.23034
13.390,5.04356,-1.07268,2.91172
13.574,-1.92028,-0.54405,-0.84007
13.767,1.81729,0.60671,-0.14634
13.929,1.24800,1.40376,0.20666
14.153,7.50478,2.80255,7.08345
14.297,-0.49260,-1.17172,0.72413
14.471,0.77251,0.26854,0.05469
14.669,-0.20126,-0.45671,0.87280
14.831,-0.32924,-2.59162,1.00798
15.016,-1.89578,2.58739,-2.89977
15.190,-0.94708,0.56611,-0.12958
15.370,-1.37217,-0.39237,1.79924
15.584,4.28731,-0.53423,1.72448
15.733,-1.19323,-1.75978,0.44014
15.912,-0.58194,-1.03977,-0.91174
16.114,2.66089,0.27207,1.60265
16.271,-3.01012,-1.90246,0.64173
16.457,1.95000,-0.14142,0.06878
16.648,-0.21328,-0.90306,1.16523
16.813,-1.91758,0.02993,-0.79383
17.031,0.25170,-0.31144,0.22630
17.175,-4.74817,-0.53862,-2.32934
17.354,0.68606,0.22408,1.30024
17.561,-1.31926,0.40939,-1.89027
17.712,-0.34799,-1.01265,0.57684
17.901,1.81060,1.57634,-1.50417
18.076,1.15778,-0.77915,1.21075
18.254,0.01281,1.33512,-0.62940
18.475,0.81602,0.44707,-0.05598
18.619,-1.37033,0.16835,-0.90066
18.795,1.83610,0.12162,1.11486
19.001,-2.14806,-0.17590,-0.15068
19.154,3.30618,-0.24154,0.42448
19.340,-3.45808,-0.57747,-0.17823
19.524,-1.19196,0.92769,-2.91325
19.695,-3.54956,-0.80599,-2.47968
19.876,0.41019,0.43801,0.44921
20.065,0.22562,0.43191,1.20572
20.235,2.11997,0.17080,3.47944
20.436,1.62610,0.08133,2.81378
20.596,1.12286,1.49256,0.32316
20.782,1.15034,0.08907,0.47442
20.967,-0.33019,1.81666,-1.97132
21.135,-1.67672,0.26208,0.62349
21.338,2.44415,-0.12176,1.13071
21.496,1.52032,0.44705,-0.25371
21.678,-0.80605,0.32588,-0.28685
21.884,-0.06337,0.95397,-0.66919
22.036,1.56134,0.70918,1.55244
22.217,0.31265,-0.15011,0.42080
22.397,0.44321,1.43747,-0.63328
22.578,-2.18265,0.07046,-0.06821
22.798,-1.42188,-0.61010,0.39787
22.937,-1.81217,-0.14493,0.44163
23.117,-0.55023,-0.15712,-0.08178
23.313,-1.01679,0.62596,-0.12690
23.478,-1.03106,-0.34570,0.26287
23.665,-1.42599,0.09215,0.28331
23.838,-0.44756,0.36389,0.11502
