time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.012,0.01588,0.02627,-0.01619
0.012,0.01588,0.02627,-0.01619
0.038,0.01649,0.02841,0.00397
0.038,0.01649,0.02841,0.00397
0.038,0.01649,0.01100,0.01374
0.038,0.01649,0.01100,0.01374
0.040,0.01985,0.00000,0.01466
0.052,0.01894,-0.00092,0.01191
0.052,0.01894,-0.00092,0.01191
0.064,0.02016,-0.00092,0.01588
0.064,0.02016,-0.00092,0.01588
0.072,0.02443,-0.00305,0.02413
0.072,0.02443,-0.00305,0.02413
0.080,0.02810,0.00336,0.03329
0.080,0.02810,0.00336,0.03329
0.093,0.03268,-0.00428,0.03879
0.093,0.03268,-0.00428,0.03879
0.100,0.03543,-0.00397,0.03726
0.112,0.03757,0.00061,0.03971
0.112,0.03757,0.00061,0.03971
0.120,0.03726,0.00214,0.04673
0.120,0.03726,0.00214,0.04673
0.132,0.03574,0.00275,0.04520
0.132,0.03574,0.00275,0.04520
0.140,0.03787,0.00183,0.04856
0.140,0.03787,0.00183,0.04856
0.156,0.03726,-0.00367,0.04581
0.156,0.03726,-0.00367,0.04581
0.156,0.03726,-0.00367,0.04581
0.160,0.03512,-0.00183,0.03757
0.172,0.03329,0.00794,0.03451
0.172,0.03329,0.00794,0.03451
0.180,0.02810,0.00825,0.02627
0.183,0.02810,0.00825,0.02627
0.203,0.02779,0.01100,0.02291
0.203,0.02779,0.01100,0.02291
0.203,0.02749,0.01222,0.02169
0.203,0.02749,0.01222,0.02169
0.213,0.01955,0.00367,0.02474
0.213,0.01955,0.00367,0.02474
0.220,0.01710,-0.00061,0.03451
0.232,0.01619,-0.00428,0.03635
0.232,0.01619,-0.00428,0.03635
0.240,0.01772,-0.01527,0.02841
0.240,0.01772,-0.01527,0.02841
0.252,0.01833,-0.01405,0.01161
0.252,0.01833,-0.01405,0.01161
0.260,0.01283,-0.01191,-0.00122
0.260,0.01283,-0.01191,-0.00122
0.273,0.00611,-0.00153,-0.02566
0.273,0.00611,-0.00153,-0.02566
0.280,0.00489,0.01283,-0.03910
0.292,0.00153,0.00977,-0.04581
0.292,0.00153,0.00977,-0.04581
0.300,-0.00244,0.01527,-0.04429
0.300,-0.00244,0.01527,-0.04429
0.314,-0.00641,0.01161,-0.03543
0.314,-0.00641,0.01161,-0.03543
0.320,-0.01008,0.00672,-0.02657
0.320,-0.01008,0.00672,-0.02657
0.338,-0.00458,0.00764,-0.01466
0.338,-0.00458,0.00764,-0.01466
0.338,-0.00458,0.00764,-0.01466
0.340,-0.00061,0.00489,-0.01130
0.352,0.00336,0.00519,-0.00855
0.352,0.00336,0.00519,-0.00855
0.361,0.01222,0.00947,-0.00611
0.361,0.01222,0.00947,-0.00611
0.372,0.02016,-0.00458,-0.02566
0.372,0.02016,-0.00458,-0.02566
0.381,0.00672,0.02107,0.00550
0.381,0.00672,0.02107,0.00550
0.394,0.01680,-0.01558,0.01894
0.394,0.01680,-0.01558,0.01894
0.401,0.02443,0.00122,0.03787
0.412,0.04337,0.00428,0.04093
0.412,0.04337,0.00428,0.04093
0.421,0.03879,0.00825,0.03818
0.421,0.03879,0.00825,0.03818
0.434,0.02657,0.00764,0.01924
0.434,0.02657,0.00764,0.01924
0.441,0.03665,-0.00122,0.00214
0.446,0.03665,-0.00122,0.00214
0.457,0.04246,-0.00733,-0.00550
0.457,0.04246,-0.00733,-0.00550
0.457,0.04246,-0.00733,-0.00550
0.496,0.04276,0.01191,0.01100
0.496,0.03268,0.00855,0.02107
0.496,0.03268,0.00855,0.02107
0.496,0.02627,-0.00825,-0.00367
0.496,0.02627,-0.00825,-0.00367
0.496,0.02718,0.01497,-0.00183
0.496,0.02718,0.01497,-0.00183
0.501,0.03238,0.00733,-0.00367
0.501,0.03238,0.00733,-0.00367
0.531,0.03482,0.01100,-0.00550
0.531,0.03482,0.01100,-0.00550
0.532,0.03482,0.01100,-0.00550
0.532,0.04215,0.01710,-0.00519
0.532,0.05315,0.01497,-0.01374
0.532,0.05315,0.01497,-0.01374
0.541,0.05376,0.00947,-0.02627
0.541,0.05376,0.00947,-0.02627
0.552,0.04398,0.01161,-0.02841
0.552,0.04398,0.01161,-0.02841
0.561,0.04001,0.00977,-0.03574
0.561,0.04001,0.00977,-0.03574
0.576,0.04154,0.01985,-0.03390
0.576,0.04154,0.01985,-0.03390
0.581,0.05192,0.02352,-0.02627
0.632,0.07789,0.01924,-0.00336
0.632,0.07789,0.01924,-0.00336
0.632,0.08338,0.01161,0.02535
0.633,0.08338,0.01161,0.02535
0.633,0.09560,0.02382,0.09316
0.633,0.09560,0.02382,0.09316
0.633,0.10049,0.00458,0.14722
0.633,0.10049,0.00458,0.14722
0.644,0.07789,-0.00641,0.19090
0.644,0.07789,-0.00641,0.19090
0.644,0.06384,-0.03482,0.20525
0.652,0.07178,-0.05803,0.14203
0.652,0.07178,-0.05803,0.14203
0.661,0.07697,-0.00947,0.09041
0.661,0.07697,-0.00947,0.09041
0.672,0.08155,-0.00061,0.07483
0.672,0.08155,-0.00061,0.07483
0.681,0.07727,-0.00886,0.04368
0.681,0.07727,-0.00886,0.04368
0.700,0.06872,-0.00947,0.02779
0.706,0.06872,-0.00947,0.02779
0.706,0.06872,-0.00947,0.02779
0.706,0.05131,-0.01924,0.00977
