time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.036,-2.78618,6.91045,74.39816
0.217,-2.69248,7.23490,74.82325
0.396,-2.12586,7.41830,75.23872
0.583,-1.67116,6.92136,74.73457
0.774,-1.61851,7.18985,75.47906
0.938,-1.93751,8.70254,78.05430
1.158,-2.06074,9.52554,79.35662
1.300,-1.50751,9.94513,79.97327
1.478,-1.48391,8.69464,78.23327
1.664,-1.95653,10.44959,80.33904
1.837,-3.18569,11.70720,82.22201
2.020,-2.84084,11.90440,83.38628
2.208,-2.41416,11.09002,83.37290
2.378,-2.88448,12.76000,87.13247
2.601,-3.48224,14.28235,90.60450
2.741,-2.43420,14.43138,91.51733
2.920,-1.52367,13.45021,90.79990
3.119,-2.14772,13.59594,92.51631
3.279,-4.04752,15.40738,97.55013
3.462,-4.36765,15.26483,98.22777
3.650,-3.83216,14.15285,96.87195
3.820,-2.63953,12.66183,94.78852
4.001,-1.79931,11.71464,93.43209
4.180,0.02487,9.57989,89.61042
4.361,0.24927,9.35321,88.79313
4.562,-0.31126,11.17311,90.76733
4.720,-0.60773,12.63578,92.06464
4.906,-0.61108,12.42996,90.32961
5.106,-0.68600,12.80180,90.18091
5.262,-0.26012,12.10838,88.83781
5.479,-0.44557,12.18814,89.00197
5.622,0.21839,12.28342,89.12428
5.803,0.63901,12.11341,88.93552
6.013,0.60321,11.97172,88.10946
6.162,0.32144,12.70115,88.45416
6.350,1.12311,12.66228,87.42173
6.545,1.36722,12.46724,86.73429
6.703,1.26224,12.90211,87.07800
6.924,0.32153,15.30260,90.85715
7.071,-0.98334,14.70731,90.14224
7.242,-0.93157,12.52200,87.28065
7.430,-1.58331,13.89409,90.85459
7.622,-0.93472,12.53282,88.82543
7.784,-0.41813,11.68278,88.01067
8.010,0.34290,10.89077,87.19871
8.148,1.35004,11.42998,88.31400
8.324,-0.34291,11.86053,89.34631
8.524,-1.12595,12.52239,89.69041
8.684,-1.82662,12.70039,87.95720
8.867,-1.42369,13.90723,87.91172
9.056,-1.39509,12.88388,83.79897
9.240,-0.84248,11.17189,79.59132
9.404,-0.59857,10.84124,80.03103
9.586,-0.79639,9.57768,79.43235
9.766,-1.48744,9.33154,80.94001
9.967,-1.13173,9.09082,81.75724
10.127,-0.79124,8.78362,81.84776
10.313,-0.98781,9.29448,82.96169
10.497,-0.47364,8.76198,81.85801
10.666,-0.42989,8.44269,80.55586
10.881,-0.92107,10.51173,82.61417
11.029,-1.09385,10.97387,81.13918
11.208,-1.28108,10.81527,78.73698
11.415,-4.49122,11.67966,76.13287
11.569,-8.11078,17.36594,84.41936
11.750,-10.26092,19.34377,87.39157
11.943,-11.73183,20.84447,93.24178
12.107,-12.59039,21.80312,101.84901
12.327,-8.88080,18.11621,99.56758
12.468,-5.82052,15.86457,99.01309
12.648,-2.53286,11.22921,94.62871
12.842,-0.86184,7.02072,90.25451
13.008,-0.27645,4.92873,88.32083
13.195,0.32806,2.79865,86.70151
13.375,-1.16345,1.36102,85.15340
13.558,-2.09094,4.49229,90.96387
13.773,-1.63035,5.74854,92.06818
13.915,-1.64497,5.35464,90.71761
14.090,-1.62910,3.90262,87.98306
14.290,-2.04047,3.48288,86.81007
14.450,-2.54798,6.23443,91.04908
14.635,-2.79238,5.91554,88.97390
14.821,-1.23922,5.57871,87.63315
14.990,0.17752,2.61506,83.11889
15.172,-0.89018,-2.14845,75.64317
15.355,-0.81750,-0.23434,75.15018
15.530,-1.42762,2.49577,73.27171
15.730,-0.89712,5.44409,74.32681
15.891,-1.07279,7.16479,73.93702
16.077,-2.08368,6.97127,71.70246
16.265,-2.14298,6.66037,69.45475
16.432,-4.15539,9.11670,67.67874
16.663,-3.89021,9.93952,67.67116
16.793,-5.76936,12.52388,68.69327
16.973,-10.06563,18.53783,76.33595
17.182,-14.52695,21.36163,81.84310
17.332,-16.91782,22.00343,87.59431
17.519,-15.44083,20.65318,91.27874
17.722,-11.21608,16.58476,87.76881
17.874,-6.89558,12.31966,82.48296
18.095,-4.83730,8.96545,78.71393
18.233,-4.70106,7.51269,77.14254
18.413,-3.67797,5.00043,74.07103
18.622,-3.68249,3.38897,71.40883
18.775,-4.21723,4.45930,70.97872
18.960,-5.26372,7.42368,73.25703
19.141,-5.39900,8.22910,73.04244
19.314,-4.81738,8.17699,72.76180
19.498,-4.24516,8.74031,73.43567
19.683,-4.11681,9.17006,74.10063
19.856,-4.78542,8.76380,73.52260
20.058,-4.76085,8.91930,74.47772
20.215,-4.52178,8.25586,74.21764
20.401,-3.88354,9.04038,75.73927
20.589,-3.58823,9.23769,76.17741
20.755,-4.69419,8.74461,75.38200
20.965,-5.58413,9.80163,76.89542
21.118,-5.22469,8.10733,73.78190
21.296,-6.00244,9.81275,75.28841
21.479,-5.85185,10.44565,75.64987
21.658,-5.79190,9.90552,74.48692
21.836,-7.37902,12.88177,79.18459
22.016,-8.06214,11.95146,79.97394
22.197,-6.80855,9.27214,78.49110
22.393,-6.50690,8.28572,78.11758
22.558,-5.76207,7.59455,77.54832
22.739,-5.65282,7.96302,78.35460
22.934,-6.43290,7.89029,78.03477
