time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.084,-0.09564,-0.15049,0.01466
0.268,-0.06158,-0.01476,-0.02785
0.459,-0.51508,0.05826,-0.44842
0.625,-0.51723,-0.76073,0.83619
0.805,-1.59847,1.14636,0.48372
1.007,-1.44083,-0.47340,-0.22101
1.167,-2.31388,-1.40128,0.29556
1.387,-3.35112,-3.33039,0.43865
1.527,3.23465,1.18061,-0.59206
1.706,1.76085,-1.44578,-0.18393
1.920,6.22478,5.48317,-2.31636
2.066,2.07080,-5.38598,4.43495
2.262,1.67648,0.20692,-0.53841
2.431,-0.40850,-1.63931,1.11572
2.607,-2.01115,0.12798,-0.58007
2.789,-0.07199,0.65706,1.81038
2.968,1.01635,0.10645,-1.50488
3.149,2.23550,1.10574,-0.23043
3.350,-3.20685,0.09631,0.67813
3.507,2.80921,1.28913,3.24315
3.694,-0.32191,-2.31324,0.81871
3.880,-3.44658,0.42379,-1.08265
4.049,-0.39441,0.87233,-0.86740
4.262,-0.39419,-1.41903,-0.71664
4.410,-1.49959,-2.54213,-0.96619
4.590,0.87551,0.95342,-0.36007
4.791,-0.56309,-0.14076,1.35804
4.949,-0.70972,1.74682,-0.77176
5.137,-0.83386,-0.00551,0.50127
5.327,-2.89183,-0.98869,-0.06923
5.491,0.48765,-0.16598,-0.45210
5.741,1.19640,0.24797,-0.52481
5.850,-1.83135,-0.21039,-0.47137
6.031,0.07933,0.49552,-0.62563
6.221,0.96099,0.86630,-0.42194
6.391,-0.27553,0.24218,-0.31538
6.575,-3.32329,-1.80580,0.90940
6.761,2.74862,0.31551,1.42648
6.936,0.97236,0.23989,0.15536
7.155,1.31259,-1.02273,1.02174
7.298,-1.04055,-0.47939,-1.79290
7.473,-3.10811,0.93498,-2.64758
7.678,-5.88692,-1.12959,-1.88509
7.832,-1.71082,-0.05712,-3.66609
8.018,6.28361,1.07437,1.21356
8.191,1.59723,-0.32131,0.30277
8.373,6.09774,0.23369,1.80828
8.584,-2.87617,0.76862,-2.11370
8.735,-5.52929,-0.11144,-1.51900
8.914,0.57197,0.70738,-0.58430
9.103,0.98655,-0.45772,0.98675
9.273,0.58578,-1.01647,-0.07167
9.497,1.81238,-0.00154,0.61175
9.639,-0.33151,-0.20826,0.91422
9.815,-2.02620,-0.43602,-0.46304
10.021,-0.40819,-0.63515,1.57735
10.174,3.52769,-0.50231,0.83870
10.354,-1.40378,-3.54318,-0.64238
10.562,-0.45429,-1.01141,1.70364
10.717,4.91468,-0.14446,0.89119
10.903,2.58025,-0.14333,2.00891
11.090,-2.95916,-0.61072,-1.12263
11.255,3.62832,0.90385,0.53068
11.478,-1.08515,0.66977,-0.18381
11.615,0.08707,-1.50985,3.11943
11.795,0.34887,0.65400,0.20591
12.003,-3.24576,0.74842,-1.58510
12.157,-0.37761,0.07601,0.30343
12.343,-1.35881,0.29846,-0.47318
12.525,-2.61217,0.34844,-1.64027
12.696,-1.33492,0.84857,-1.84760
12.878,-0.30231,0.04706,1.14703
13.066,-3.98806,0.55130,-0.81259
13.238,-0.71184,-0.46394,0.36956
13.438,-1.50263,-0.48038,0.10313
13.598,-4.60768,0.97588,-4.37005
13.784,1.17996,-1.11414,1.89674
13.969,-1.58410,-0.38491,1.37013
14.138,-1.60838,0.31375,-2.69215
14.355,1.26429,0.45996,1.23593
14.498,0.66991,0.89305,-0.61602
14.679,-3.81387,0.31723,-1.13763
14.886,3.32430,0.03516,-0.20645
15.039,1.20630,0.26781,0.04592
15.225,-1.38803,-0.25484,0.31362
15.426,-3.22634,-0.47711,-2.79190
15.580,2.14682,0.30691,2.70545
15.819,-2.53106,1.11336,-2.60881
15.940,2.04252,0.44951,1.28874
16.121,-1.62959,-1.17611,-0.29344
16.316,-0.62238,0.02802,-1.21125
16.480,1.07433,-0.15889,-0.10190
16.667,0.17636,0.75081,0.89566
16.843,0.90954,0.44210,-1.10403
17.021,0.30041,0.97839,-0.02749
17.224,-0.76959,0.05138,-0.93338
17.384,-2.93653,-0.37344,-2.46609
17.560,0.62575,1.84406,2.98520
17.761,-6.96757,0.30934,0.60149
17.923,5.35633,2.39559,-2.74952
18.108,-1.94302,0.33090,-2.85835
18.298,-2.58420,-0.58489,-0.00773
18.462,-0.82323,-0.03836,-1.67273
18.644,2.97892,-0.55542,0.32725
18.822,-0.83329,-0.13255,-0.34906
19.003,0.47554,-0.09233,0.60369
19.205,2.08246,-0.65950,0.38595
19.363,0.40056,-0.04742,-3.88584
19.550,0.00856,-0.85853,-1.09222
19.736,6.17797,0.55220,1.57160
19.903,3.06810,0.12560,0.99443
20.096,3.08916,1.26790,0.01841
20.264,2.16186,-0.30719,0.68105
20.444,8.39269,0.81442,1.92831
20.654,-1.07883,-0.02664,-1.30760
20.810,0.55479,-0.29879,-0.26582
20.985,0.76416,-2.57292,0.19234
21.194,1.34235,2.01136,1.80012
21.344,2.66070,-0.94411,0.06492
21.525,-0.73225,-0.47583,-0.95795
21.764,-0.58753,0.82879,-0.10886
21.885,-0.45276,1.79608,-0.98164
22.072,-0.14746,-1.07366,0.14823
22.246,-0.73523,-0.95345,0.32420
22.427,-0.53432,-0.71736,0.14626
22.609,-0.80025,-0.44792,0.00738
22.797,-0.84299,-0.47902,0.10928
22.966,-0.44620,-0.55480,-0.01488
23.149,-0.95744,-0.16281,-0.03178
23.327,-0.61161,-0.06168,-0.04775
23.507,-0.67238,-0.57909,0.02267
