time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.135,-1.76769,8.28926,76.31125
0.327,-1.66540,8.42120,72.87240
0.503,-1.46290,8.59901,70.27995
0.711,-1.03538,7.24488,66.05647
0.858,-0.25613,5.56962,62.94196
1.053,-0.49489,5.87882,61.05729
1.222,-0.48247,8.22269,62.96027
1.398,-1.47302,8.11022,61.75076
1.594,-1.71722,9.60388,64.48041
1.758,-1.46835,9.85088,65.32337
1.941,-1.52647,10.78524,66.69954
2.127,-1.73654,11.56728,68.18252
2.298,-1.55396,11.79116,69.37563
2.480,-1.36319,11.26878,68.60163
2.664,-3.36337,14.14243,71.35036
2.839,-4.59828,15.47961,72.32404
3.049,-4.43967,15.09431,70.70793
3.200,-3.31018,13.83280,68.65805
3.385,-4.35695,13.79072,68.05569
3.573,-4.14412,14.55823,69.75705
3.740,-3.15356,12.74613,68.63482
3.953,-3.34833,11.78436,67.79674
4.100,-2.35971,9.89101,65.04259
4.280,-1.71991,8.94021,62.46225
4.487,-1.53446,9.97677,61.69870
4.641,-2.95730,11.77625,61.42433
4.827,-3.77193,12.23232,60.37445
5.030,-3.77234,12.33819,58.60508
5.200,-4.31684,11.73625,57.78722
5.403,-4.02141,11.22754,57.00771
5.544,-3.68399,10.69041,56.41941
5.723,-3.25473,10.02412,56.04243
5.913,-3.48543,8.31035,54.42683
6.082,-4.13528,9.56826,54.94937
6.266,-3.98101,7.28471,52.91994
6.450,-4.76678,7.18372,49.83119
6.622,-6.47306,8.97847,50.30926
6.848,-6.71984,9.04782,49.82374
6.985,-7.67006,9.43677,49.27791
7.163,-8.05351,10.54661,49.69564
7.363,-8.26299,10.47978,50.12413
7.523,-7.88819,10.28667,50.92635
7.708,-7.18791,10.26323,51.06446
7.895,-6.53944,8.75057,47.87611
8.066,-6.21469,9.10840,45.16317
8.245,-8.42957,11.95514,46.58165
8.426,-11.51653,14.33993,50.89627
8.606,-14.03635,17.21733,63.04691
8.811,-14.41062,18.30867,74.04381
8.965,-13.89001,16.59942,77.48757
9.151,-12.91700,16.26211,82.65112
9.350,-9.39844,13.75174,84.10659
9.507,-5.73486,9.86904,80.69405
9.722,-4.78886,7.04237,77.79943
9.867,-4.96006,6.79333,77.57249
10.047,-4.56056,4.11355,74.60819
10.255,-3.46124,2.99605,73.28848
10.406,-2.88612,1.16262,68.25956
10.593,-2.91468,-0.61949,60.55676
10.788,-3.10104,0.15959,56.51955
10.947,-3.51139,1.19975,53.66514
11.175,-4.53238,1.27036,54.18716
11.307,-4.79437,3.81619,64.58110
11.487,-5.39125,5.99081,76.49761
11.702,-5.14387,5.91639,85.38083
11.849,-5.09049,5.31204,86.12585
12.029,-4.59409,5.35751,86.49213
12.218,-3.36740,1.25015,78.08492
12.388,-2.75803,-1.01088,70.99173
12.569,-3.18207,-6.03491,61.98701
12.749,-5.19325,8.34657,81.98296
12.930,-6.80771,7.87507,72.78175
13.188,-5.54167,6.74225,57.81754
13.289,-0.59531,6.63287,50.87611
13.477,-3.77637,4.95155,37.51952
13.660,-7.79968,5.88427,38.45548
13.829,-9.57112,11.74862,53.23239
14.039,-11.36604,11.18244,57.41859
14.189,-11.22814,10.42969,56.12238
14.376,-10.02580,10.21091,53.76655
14.587,-10.75095,10.70150,48.40033
14.730,-10.74575,11.96494,56.66666
14.917,-8.88404,11.88272,55.89677
15.110,-7.73763,11.79388,61.20571
15.271,-6.86266,11.99926,67.04730
15.490,-6.14008,10.95698,72.67268
15.633,-4.84291,10.81990,75.65273
15.812,-3.93997,11.91162,76.82166
16.002,-3.39074,11.03281,74.64362
16.171,-3.98972,11.85714,71.28059
16.354,-4.55059,12.97927,70.62001
16.539,-4.74595,11.86436,70.56647
16.712,-5.38955,10.49265,71.78627
16.940,-7.01479,9.25428,72.70653
17.075,-5.97235,9.49312,73.89638
17.253,-6.48304,7.99161,72.35377
17.454,-7.20914,7.12184,71.23361
17.612,-8.04027,6.99435,67.36703
17.799,-8.16984,7.12802,65.30362
17.986,-7.49185,7.46375,64.94022
18.155,-8.30682,7.07868,62.95980
18.335,-8.42159,7.15530,62.78939
18.513,-9.29395,7.62432,58.76730
18.694,-9.66282,8.32819,54.25920
18.898,-9.76154,9.74572,56.10884
19.054,-9.10184,10.17568,59.78656
19.241,-11.83015,9.59694,57.36849
19.431,-12.33422,10.60863,58.50356
19.597,-10.87909,10.42927,59.24933
19.822,-10.19647,9.34197,58.08121
19.955,-10.11196,9.28509,58.04869
20.135,-4.84465,9.00467,63.36071
20.346,-4.60000,9.44801,70.49396
20.496,-11.06135,10.25713,80.76679
20.682,-13.39330,9.34017,93.39577
20.877,-12.12618,9.72931,105.27488
21.037,-11.88328,9.91648,115.25829
21.235,-11.36904,9.97997,123.55737
21.397,-11.95310,9.71038,131.93901
21.576,-11.65069,8.45032,138.22330
21.787,-11.13223,7.37607,142.42836
21.937,-12.58226,5.30978,145.16794
22.129,-12.02394,4.13764,146.41441
22.297,-13.48183,4.89029,150.81194
22.482,-12.12458,4.45668,151.23962
22.659,-12.35266,3.48429,153.71567
22.838,-13.14263,4.03790,157.21460
23.025,-14.27062,2.88263,150.86163
23.203,-12.85879,1.47462,146.29851
23.378,-11.82070,0.57253,154.40250
23.590,-11.22933,0.22185,158.29015
23.751,-10.65598,0.58021,160.79338
23.920,-9.97665,0.31617,163.47818
24.117,-9.42999,-0.03934,164.97670
