time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.058,-0.58883,10.95016,87.23842
0.236,-0.63901,11.07560,87.12580
0.416,-0.57165,11.03165,87.11003
0.635,-0.31473,11.13632,87.10888
0.778,0.57781,9.77301,85.14840
0.958,1.49083,8.95026,84.00352
1.157,1.70912,10.25840,85.74982
1.318,2.10782,11.60237,87.20442
1.538,2.94761,9.56104,84.59613
1.677,2.74306,7.32476,81.72562
1.857,1.45440,7.74269,80.07903
2.052,0.28344,12.87061,85.00391
2.218,0.86386,11.37558,81.41342
2.405,0.82768,12.81934,81.71329
2.585,-1.63266,17.61353,86.90482
2.758,-6.24991,22.71139,95.45418
2.940,-6.59535,22.84440,96.88660
3.120,-3.39989,19.23236,91.64975
3.300,-2.63259,17.50203,90.50899
3.502,-1.69902,16.52398,89.99253
3.659,-0.48961,14.65368,88.36406
3.845,-0.27536,14.62313,89.40454
4.039,-0.15374,13.71831,88.82671
4.201,-0.09793,12.72004,87.76809
4.411,-0.75332,13.55646,88.57124
4.560,-2.46745,16.45885,91.99973
4.741,-4.32822,18.21246,94.62147
4.939,-3.31040,16.79141,91.59520
5.101,-2.07404,15.66425,90.20193
5.288,-1.15991,15.28181,89.24703
5.478,-0.17075,14.13671,86.51097
5.642,0.06466,13.16547,84.59026
5.870,-0.88729,13.82522,85.61630
6.001,-1.60363,15.98999,89.49598
6.182,-1.73132,14.52491,88.30103
6.379,-1.51699,13.98961,88.30095
6.542,-2.45563,12.96289,87.57272
6.726,-2.20548,12.67308,87.18383
6.921,-2.80479,12.72187,87.07343
7.083,-2.75533,12.82594,86.73882
7.307,-2.90513,11.11146,83.61102
7.445,-2.67615,10.16300,81.83429
7.623,-2.98927,10.40190,81.96306
7.822,-3.03610,11.80301,83.58269
7.984,-3.23147,12.74529,84.71918
8.170,-2.15779,10.61729,80.55203
8.354,-2.15736,9.06110,78.18310
8.525,-3.55778,10.29278,80.59177
8.705,-4.94622,11.74761,82.50118
8.893,-5.97586,13.49678,86.38245
9.066,-5.00319,13.04281,88.04920
9.270,-3.17637,9.71399,84.58844
9.425,-3.98896,9.50224,85.55375
9.612,-5.06458,10.78892,87.78894
9.800,-5.85432,11.75561,87.60204
9.966,-5.80414,11.27477,84.87844
10.179,-5.73174,11.25462,82.99093
10.328,-5.52417,10.04401,78.96661
10.507,-5.54129,8.75967,74.99921
10.713,-6.07172,10.13039,75.60075
10.868,-6.30820,10.57022,75.50516
11.054,-5.78099,11.10735,76.51830
11.247,-6.48972,10.85512,76.93914
11.408,-6.73039,10.83899,78.22334
11.630,-6.69838,9.69288,77.84621
11.767,-5.69689,9.39143,78.43877
11.947,-5.88359,9.69584,79.16581
12.154,-5.75703,9.65021,79.39079
12.309,-5.54281,9.24565,79.14467
12.490,-4.30631,9.28596,79.40739
12.677,-3.71687,9.83043,80.30715
12.860,-4.49704,10.13421,80.41444
13.073,-5.09376,12.18591,82.95488
13.217,-4.66387,11.79007,82.22444
13.390,-4.54804,11.19463,81.12023
13.584,-5.88141,11.39457,80.69826
13.749,-5.26648,13.06740,82.64158
13.936,-5.52874,13.44836,82.74880
14.120,-5.99718,12.90256,81.93598
14.289,-5.88274,12.20956,80.97632
14.508,-6.06129,11.68079,80.30504
14.651,-5.59874,10.32648,78.46421
14.831,-5.23378,10.50656,78.75998
15.037,-5.88318,11.05464,79.30185
15.190,-6.63330,12.06736,81.09359
15.372,-7.06624,10.68702,79.31494
15.569,-6.53136,10.25086,79.33359
15.731,-6.39330,9.79564,78.55089
15.946,-7.22018,11.32059,80.64310
16.092,-7.24054,11.50314,80.81992
16.272,-6.41624,9.33924,78.51341
16.460,-6.03051,8.69385,77.75157
16.632,-5.87442,8.84362,77.51112
16.814,-6.26570,7.65808,74.31548
17.011,-6.68465,9.53907,75.68417
17.176,-6.48980,9.44047,74.13432
17.406,-6.62269,8.70575,70.39838
17.539,-7.69423,13.43798,76.75968
17.714,-9.72188,15.26402,78.65485
17.895,-9.12677,14.97093,78.14187
18.073,-7.84797,13.44546,76.92545
18.258,-7.67278,13.09625,77.91360
